PersonX learns of a storm  HinderedBy  [GEN]	PersonX has never been to the city
PersonX is a big fan of ice hockey  HinderedBy  [GEN]	PersonX is not a hockey fan
PersonX throws down PersonY's gauntlet  HinderedBy  [GEN]	PersonX is not a great student
PersonX works out at the gym  xAttr  [GEN]	athletic
PersonX writes notes  HinderedBy  [GEN]	PersonX can't write
PersonX has never had a Christmas like this  xEffect  [GEN]	feels guilty
PersonX sees PersonY’s future  xNeed  [GEN]	to hear about PersonY’s future
PersonX and PersonY form a mutual contract  xNeed  [GEN]	to have a mutual appointment
PersonX waits for PersonY to come back  xIntent  [GEN]	to make sure PersonY is still with her
PersonX wants to give up smoking  HinderedBy  [GEN]	PersonX doesn't want to quit
PersonX bares PersonY's heart  xWant  [GEN]	to keep PersonY's heart
PersonX stomps his feet  xIntent  [GEN]	to punish his peers
PersonX promises it will be a success  HinderedBy  [GEN]	PersonX doesn't want to tell the truth
PersonX organizes others to work  xIntent  [GEN]	to be a team member
PersonX visits the elderly  xEffect  [GEN]	is appreciated by the elderly
PersonX becomes friendlier  HinderedBy  [GEN]	PersonX is afraid of strangers
PersonX explains the puzzle  xReact  [GEN]	satisfied
PersonX disappears for a few minutes  xIntent  [GEN]	to be able to avoid distractions
PersonX can't hold back  xIntent  [GEN]	to keep his hands open
PersonX helps PersonY do homework  HinderedBy  [GEN]	PersonX can't find a class
PersonX is too drunk to walk  xAttr  [GEN]	irresponsible
PersonX makes it to the first five  HinderedBy  [GEN]	PersonX can't find the right path
PersonX promises it will be a success  xIntent  [GEN]	to be successful
PersonX asks PersonY to help out  xEffect  [GEN]	and PersonY are helped out
PersonX stops for a haircut  xReact  [GEN]	happy
PersonX can't hold back  HinderedBy  [GEN]	PersonX can't hold back
PersonX listens to The Beatles  xAttr  [GEN]	interested in the Beatles
PersonX finds PersonY's jacket  xEffect  [GEN]	wants to buy PersonY's jacket
PersonX continues to offer PersonY resistance  xNeed  [GEN]	to be in the position to do so
PersonX studies different opinions  xNeed  [GEN]	to be a thinker
PersonX meets a person in church  xNeed  [GEN]	to have a conversation with someone
PersonX gets on the bus with PersonY  xIntent  [GEN]	to help PersonY
PersonX grows grass  HinderedBy  [GEN]	PersonX is allergic to grass
PersonX and PersonY embrace each other  xReact  [GEN]	peaceful
PersonX wakes up in the bathtub  xEffect  [GEN]	is wet
PersonX sits on the cat  xReact  [GEN]	content
PersonX cannot tell how to solve a math problem  xWant  [GEN]	to solve a problem
PersonX is self-sufficient  xIntent  [GEN]	to be independent
PersonX learns to live with her misfortune  xWant  [GEN]	to live with her misfortune
PersonX puts down roots  xEffect  [GEN]	is in trouble
PersonX reads PersonY's books  xAttr  [GEN]	curious
PersonX tells PersonY to trust her  xAttr  [GEN]	supportive
PersonX cuts her finger off with scissors  xIntent  [GEN]	to get rid of her knife
PersonX and PersonY paint the wall  HinderedBy  [GEN]	PersonX and PersonY can't paint the walls
PersonX wants to give up smoking  xReact  [GEN]	angry
PersonX and PersonY go to the garden  HinderedBy  [GEN]	PersonX is sick
PersonX checks the garage  xWant  [GEN]	to find the garage door
PersonX travels without a suitcase  HinderedBy  [GEN]	PersonX can't find her suitcase
PersonX cuts her finger off with scissors  xAttr  [GEN]	clumsy
PersonX carves a totem pole  xIntent  [GEN]	to carve a statue
PersonX looks at rabbits  xReact  [GEN]	sad
PersonX finds a solution  xEffect  [GEN]	solves a math problem
PersonX shouts at the audience  xAttr  [GEN]	impulsive
PersonX remembers how PersonY smiled  xIntent  [GEN]	to remember how PersonY liked her
PersonX hires the hitman  xNeed  [GEN]	to be working on the hitman
PersonX feels obligated to do it  xEffect  [GEN]	does it again
PersonX tries out a new dance step  xWant  [GEN]	to dance
PersonX tells PersonY she is a bad mother  xReact  [GEN]	frustrated
PersonX devises a new experiment  xWant  [GEN]	to help his team
PersonX helps PersonY with her jacket  xWant  [GEN]	to wear PersonY's jacket
PersonX and PersonY share milk  xIntent  [GEN]	to be friendly and PersonY wants to eat milk
PersonX doesn’t get involved  xIntent  [GEN]	to be left alone
PersonX throws down PersonY's gauntlet  xReact  [GEN]	angry
PersonX devises a new experiment  xReact  [GEN]	innovative
PersonX won't sit down  xIntent  [GEN]	to get out of jail
PersonX is obliged to go on a mission  xEffect  [GEN]	doesn't go on a mission
PersonX has to listen to nonsense  HinderedBy  [GEN]	PersonX is too nervous to listen to him
PersonX is easily flattered  xEffect  [GEN]	is happy
PersonX wears an orange shirt  HinderedBy  [GEN]	PersonX is allergic to oranges
PersonX is ranting  xReact  [GEN]	angry
PersonX is an honorable member of society  xEffect  [GEN]	and his family are accepted by
PersonX buys a boombox  xWant  [GEN]	to buy a used gun
PersonX causes something  xEffect  [GEN]	gets the business of xEffect
PersonX's mother makes PersonX a cake  HinderedBy  [GEN]	PersonX's mother can't bake baking cake
PersonX has been tortured  xEffect  [GEN]	is in a coma
PersonX remains steadfast in friendship  xEffect  [GEN]	is supported by his friends
PersonX notices PersonY’s injuries  xAttr  [GEN]	concerned
PersonX cooks PersonY some food  xEffect  [GEN]	is thanked by PersonY
PersonX is almost at the edge  xEffect  [GEN]	is upset
PersonX shows how PersonY can improve  xReact  [GEN]	pleased
PersonX helps PersonY with her jacket  xNeed  [GEN]	to be able to ask PersonY for help
PersonX wakes up in the bathtub  xNeed  [GEN]	to be asleep
PersonX reads PersonY's books  xIntent  [GEN]	to understand PersonY
PersonX wears a suit  xNeed  [GEN]	to be wearing something
PersonX wants to start a business  xAttr  [GEN]	smart
PersonX thinks it's necessary  xAttr  [GEN]	thoughtful
PersonX talks to her parents about her future  HinderedBy  [GEN]	PersonX doesn't know how to deal with her parents
PersonX goes shopping with the kids  xWant  [GEN]	to get dressed
PersonX gives out advice  xAttr  [GEN]	persuasive
PersonX wears new shoes to work  xReact  [GEN]	confident
PersonX tells PersonY that PersonY is a hero  xIntent  [GEN]	to be a hero
PersonX is falling behind  xWant  [GEN]	to improve
PersonX cuts her finger off with scissors  xWant  [GEN]	to cut her finger
PersonX fixes the place  xIntent  [GEN]	to be a good host
PersonX ogles at PersonY  xWant  [GEN]	to see PersonY
PersonX learns of a storm  xAttr  [GEN]	empathetic
PersonX hires a boat  xWant  [GEN]	to get better at sailing
PersonX pulls PersonY back  xAttr  [GEN]	nice
PersonX watches a basketball game  xIntent  [GEN]	to enjoy watching his basketball game
PersonX gets a job  xWant  [GEN]	to get a job
PersonX has moved on to PersonY  xIntent  [GEN]	to help PersonY
PersonX spends a lot of time on  xEffect  [GEN]	becomes a better student
PersonX sits in the car and thinks  xWant  [GEN]	to go home
PersonX is growing too tall  xWant  [GEN]	to become taller
PersonX can do this  xReact  [GEN]	competent
PersonX promises it will be a success  xNeed  [GEN]	to have a goal
PersonX has been considered PersonY's best friend  xEffect  [GEN]	feels loved
PersonX attends PersonY's retirement  HinderedBy  [GEN]	PersonX can't find PersonY
PersonX lies to everyone  xEffect  [GEN]	is scolded by everyone
PersonX travels to Mexico  HinderedBy  [GEN]	PersonX can't afford the trip
PersonX says something insensitive  xAttr  [GEN]	insensitive
PersonX decides to go anyway  xIntent  [GEN]	to avoid a conflict
PersonX hires the hitman  xAttr  [GEN]	talented
PersonX starts over  xWant  [GEN]	to start over
PersonX avoids an accident  xAttr  [GEN]	cautious
PersonX uses contraception  HinderedBy  [GEN]	PersonX is too busy to use
PersonX likes to write  xIntent  [GEN]	to make a good impression
PersonX gets tickets to the concert  xAttr  [GEN]	talented
PersonX buys a Mercedes  HinderedBy  [GEN]	PersonX can't afford a car
PersonX listens to The Beatles  xEffect  [GEN]	becomes a Beatles fan
PersonX evades the burglars  xEffect  [GEN]	remains calm
PersonX and PersonY agree on a price  xIntent  [GEN]	to win a price
PersonX agrees to send PersonY an e-mail  xIntent  [GEN]	to be a good friend
PersonX leaves his place for the airport  HinderedBy  [GEN]	PersonX can't find the keys
PersonX does not perform well  xEffect  [GEN]	is not asked for a test
PersonX doesn’t get love  xReact  [GEN]	unhappy
PersonX murders PersonY's wife  xWant  [GEN]	to kill PersonY's wife
PersonX helps PersonY do homework  xReact  [GEN]	appreciated
PersonX sees a friend in the market  xIntent  [GEN]	to be noticed
PersonX becomes wise to PersonY's ways  xAttr  [GEN]	intelligent
PersonX drives an Oldsmobile  HinderedBy  [GEN]	PersonX is not allowed to drive
PersonX makes shoes  xEffect  [GEN]	is proud of his hair
PersonX talks to the man  xIntent  [GEN]	to feel connected
PersonX is self-sufficient  xReact  [GEN]	accomplished
PersonX reminds PersonY of what he did  HinderedBy  [GEN]	PersonX doesn't remember what he did
PersonX uses an opportunity  HinderedBy  [GEN]	PersonX is not allowed to use the opportunity
PersonX calls personY's agent  xIntent  [GEN]	to make a good impression
PersonX knows who he is  xNeed  [GEN]	to have been thinking about him
PersonX controls her  xNeed  [GEN]	to be outside
PersonX rides the cable car  xReact  [GEN]	excited
PersonX considers the problem  xWant  [GEN]	to see what is happening
PersonX performs a survey  xIntent  [GEN]	to know whether to ask questions
PersonX is reasonable on PersonY's asking  HinderedBy  [GEN]	PersonX is a jerk
PersonX understands the target  xAttr  [GEN]	smart
PersonX becomes wise to PersonY's ways  xIntent  [GEN]	to help PersonY
PersonX accepts a drink  HinderedBy  [GEN]	PersonX is too young to drink
PersonX seems to hear PersonY  xWant  [GEN]	to see PersonY
PersonX takes PersonY back to his hotel room  HinderedBy  [GEN]	PersonX can't find PersonY's room
PersonX wants to send a warning  HinderedBy  [GEN]	PersonX can't find the letter to inform the boy
PersonX really gets rolling  xWant  [GEN]	to slow down
PersonX wants to meet  xNeed  [GEN]	to have a friend
PersonX turns to look  xAttr  [GEN]	outgoing
PersonX and PersonY finally admitted it  xReact  [GEN]	relieved
PersonX finds time for reading  xReact  [GEN]	satisfied
PersonX leads the race  xNeed  [GEN]	to be a leader
PersonX and PersonY pay bills  xNeed  [GEN]	to pay to PersonY
PersonX is out of his mind  xWant  [GEN]	to be left behind
PersonX has a fight with his dad  xNeed  [GEN]	to be angry with his dad
PersonX completes the ultimate goal  xEffect  [GEN]	becomes a winner
PersonX learns a new job  HinderedBy  [GEN]	PersonX is a terrible worker
PersonX gives you something  xAttr  [GEN]	caring
PersonX goes shopping with the kids  xNeed  [GEN]	to be free
PersonX comes to an understanding  xReact  [GEN]	satisfied
PersonX wants to discover something  xWant  [GEN]	to find something
PersonX writes the blog post  xWant  [GEN]	to write a better blog
PersonX creates the world  HinderedBy  [GEN]	PersonX is too lazy to make any plans
PersonX helps PersonY lose weight  HinderedBy  [GEN]	PersonX doesn't want to lose weight
PersonX seems to be trying to rescue PersonY  xEffect  [GEN]	is rescued by PersonY
PersonX adds a walkman to the list  xEffect  [GEN]	gets rich
PersonX delivers his weekly lecture  xEffect  [GEN]	is thanked by his audience
PersonX buys PersonY a cell phone  xEffect  [GEN]	is pleased with PersonY's decision
PersonX remains steadfast in friendship  xReact  [GEN]	confident
PersonX confronts fear  xEffect  [GEN]	is able to control himself
PersonX fails to kill PersonY  xReact  [GEN]	upset
PersonX threatens to tell everyone  HinderedBy  [GEN]	PersonX is afraid of telling anyone
PersonX buys PersonY's favorite drink  HinderedBy  [GEN]	PersonX is broke
PersonX pours a drink for PersonY  xIntent  [GEN]	to help PersonY
PersonX kisses and hugs PersonY  xIntent  [GEN]	to be closer to PersonY
PersonX lies to the camera  xNeed  [GEN]	to have an interest in the subject
PersonX accidentally steps on a crack  xReact  [GEN]	ashamed
PersonX wants to start a business  xNeed  [GEN]	to have a reason to start a business
PersonX finds an engagement ring in the street  xIntent  [GEN]	to check his watch
PersonX can't deal with the pain  xReact  [GEN]	lonely
PersonX gets a favour  xIntent  [GEN]	to be a good friend
PersonX enjoys hearing PersonY tell a story  xNeed  [GEN]	to hear PersonY’s stories
PersonX understands the target  xReact  [GEN]	confident
PersonX is growing too tall  HinderedBy  [GEN]	PersonX is still tall
PersonX walks out of class  xReact  [GEN]	in control
PersonX announces the result  xIntent  [GEN]	to help the club
PersonX lies to the camera  xIntent  [GEN]	to be seen
PersonX shares stories with PersonY  xIntent  [GEN]	to be liked by PersonY
PersonX regrets the fight  xWant  [GEN]	to win
PersonX goes to the lab  xWant  [GEN]	to study
PersonX decides to report a robbery  xAttr  [GEN]	vigilant
PersonX finally gets to his car  xAttr  [GEN]	clever
PersonX and PersonY leaves the country  HinderedBy  [GEN]	PersonX and PersonY are too busy to travel
PersonX gets a tooth pulled  xWant  [GEN]	to be careful
PersonX does some legwork  xWant  [GEN]	to do more legwork
PersonX translates a chapter  xIntent  [GEN]	to be able to translate a book
PersonX finds something to drink  xReact  [GEN]	relaxed
PersonX pours a drink for PersonY  xEffect  [GEN]	gets to work
PersonX sees PersonY’s future  xEffect  [GEN]	feels happy
PersonX has a pot of soup  xEffect  [GEN]	is praised by his parents
PersonX grows in height  xAttr  [GEN]	smart
PersonX experiences uncertainty  xReact  [GEN]	anxious
PersonX borrows a toy  xIntent  [GEN]	to help someone
PersonX has a freak-out  xAttr  [GEN]	unimpressed
PersonX wonders about doing it again  xAttr  [GEN]	intelligent
PersonX's home is robbed  xEffect  [GEN]	is homeless
PersonX reveals that he plans to cut a deal  xAttr  [GEN]	cunning
PersonX decides to go anyway  HinderedBy  [GEN]	PersonX is too busy to go to the party
PersonX stares at personY  HinderedBy  [GEN]	PersonX is afraid to look at personY
PersonX does not like chewing gum  xReact  [GEN]	annoyed
PersonX has a bad accident  HinderedBy  [GEN]	PersonX can't get into a car
PersonX comes to terms with the loss  xEffect  [GEN]	feels better
PersonX puts down roots  HinderedBy  [GEN]	PersonX can't find the roots to drop
PersonX and PersonY form a mutual contract  HinderedBy  [GEN]	PersonX and PersonY have no common interests
PersonX stomps his feet  xAttr  [GEN]	clumsy
PersonX decides to not eat PersonY  xIntent  [GEN]	to avoid getting into trouble
PersonX talks about art  xEffect  [GEN]	is an artist
PersonX loses his life  xEffect  [GEN]	is sad
PersonX has to work on Friday  xIntent  [GEN]	to be in time for the week
PersonX has a plan for every eventuality  xNeed  [GEN]	to be the first to have a plan
PersonX sees PersonY’s future  xReact  [GEN]	happy
PersonX and PersonY cook some fish  xNeed  [GEN]	to do the cooking
PersonX consults an attorney  HinderedBy  [GEN]	PersonX can't find an attorney
PersonX neglects to mention PersonY's presence  xWant  [GEN]	to avoid PersonY
PersonX disappears for a few minutes  xAttr  [GEN]	a rebel
PersonX changes clothes at home  HinderedBy  [GEN]	PersonX is afraid to make any changes
PersonX gives out PersonY’s secret  xEffect  [GEN]	learns to trust PersonY
PersonX and PersonY finally admitted it  xIntent  [GEN]	to be accepted
PersonX asks PersonY to pick up his last name  xAttr  [GEN]	polite
PersonX gives you something  xNeed  [GEN]	to invite you
PersonX talks to the man  xAttr  [GEN]	talkative
PersonX teaches diligently  HinderedBy  [GEN]	PersonX is too lazy to teach
PersonX gives PersonY a list of reasons  xIntent  [GEN]	to be supportive
PersonX considers the other person’s needs  HinderedBy  [GEN]	PersonX is too busy to consider the other person’s needs
PersonX has been running for the last 20 minutes  xReact  [GEN]	rested
PersonX accepts PersonX's purpose  xWant  [GEN]	to help PersonX
PersonX decides not to go on tour  xIntent  [GEN]	to be independent
PersonX carries a sign  xIntent  [GEN]	to be helpful
PersonX steals information  xEffect  [GEN]	is suspected of theft
PersonX says something insensitive  HinderedBy  [GEN]	PersonX is afraid to say anything to friends
PersonX admires the scenery  xIntent  [GEN]	to express his feelings
PersonX gets on the bus with PersonY  xEffect  [GEN]	moves to London
PersonX pats the dog  xIntent  [GEN]	to hurt the dog
PersonX remains as he is  xReact  [GEN]	safe
PersonX enjoys solving puzzles  xAttr  [GEN]	resourceful
PersonX thinks PersonY's idea is brilliant  xWant  [GEN]	to take it and PersonY succeeds
PersonX listens to PersonY's comment  HinderedBy  [GEN]	PersonX is too shy to talk to PersonY
PersonX drops everything to do this  xAttr  [GEN]	a jerk
PersonX offers a hand of friendship  xNeed  [GEN]	to have a chance to make a friend
PersonX is thwarted by traffic  xAttr  [GEN]	impulsive
PersonX hides the money  xAttr  [GEN]	dishonest
PersonX expects the unexpected  xAttr  [GEN]	a complainer
PersonX reads PersonY's books  HinderedBy  [GEN]	PersonX is too busy to read PersonY's books
PersonX explains her fears  xEffect  [GEN]	makes a case
PersonX flies into the building  xReact  [GEN]	excited
PersonX has trouble making it to class  xEffect  [GEN]	fails to achieve his goal
PersonX spends a lot of time on  xReact  [GEN]	tired
PersonX is very good at her job  HinderedBy  [GEN]	PersonX can't find a job
PersonX has the right idea  xWant  [GEN]	to work with the right idea
PersonX listens to the music in PersonY's car  xEffect  [GEN]	learns to listen to music
PersonX sees PersonY’s outfit  xWant  [GEN]	to wear clothes
PersonX holds up a gun  xReact  [GEN]	proud
PersonX buys a boombox  xIntent  [GEN]	to be prepared for a fight
PersonX answers her purpose  xEffect  [GEN]	takes action
PersonX is a big fan of ice hockey  xReact  [GEN]	excited
PersonX backs out  xIntent  [GEN]	to be seen as a good person
PersonX is mistaken for the wife  xEffect  [GEN]	gets in trouble
PersonX looks PersonY up on the Internet  xIntent  [GEN]	to find out more about PersonY
PersonX and PersonY gets shot  xEffect  [GEN]	and PersonY are hospitalized
PersonX looks at something quickly  HinderedBy  [GEN]	PersonX is in a coma
PersonX writes something for PersonY  xAttr  [GEN]	kind
PersonX arranges for transportation  xEffect  [GEN]	earns more attention
PersonX writes a list  xAttr  [GEN]	smart
PersonX spends the entire day with PersonY  xEffect  [GEN]	and PersonY are closer friends
PersonX and PersonY suddenly fall in love  xIntent  [GEN]	to get married and PersonY wants to marry
PersonX has an urge to run  xAttr  [GEN]	a runner
PersonX wants to send a warning  xReact  [GEN]	upset
PersonX tries pot  xWant  [GEN]	to get a drug habit
PersonX gets PersonY some water  HinderedBy  [GEN]	PersonX doesn't have a water supply
PersonX smiles through it all  xEffect  [GEN]	is happy
PersonX talks to her parents about her future  xAttr  [GEN]	smart
PersonX has never liked the rain  xEffect  [GEN]	has never liked the rain
PersonX promises to contact PersonY  HinderedBy  [GEN]	PersonX is afraid of PersonY
PersonX studies history at the library  xAttr  [GEN]	intelligent
PersonX leaves his place for the airport  xEffect  [GEN]	is grounded
PersonX reaches  xEffect  [GEN]	is taken by the ambulance
PersonX gets the key to his office  HinderedBy  [GEN]	PersonX is not allowed to drive the car
PersonX talks about PersonY's grandson  HinderedBy  [GEN]	PersonX is too shy to talk about PersonY's grandson's grandson's grandson
PersonX has discovered enough  xNeed  [GEN]	to be able to do so
PersonX sits forward  HinderedBy  [GEN]	PersonX is too short to sit in front of the television
PersonX gives birth to baby PersonY  xAttr  [GEN]	maternal
PersonX sees PersonY struggling  xIntent  [GEN]	to help PersonY
PersonX finds an iguana  xIntent  [GEN]	to explore the world
PersonX and PersonY get on the wrong train  xAttr  [GEN]	irresponsible
PersonX returns to the farm  xReact  [GEN]	proud
PersonX sharpens PersonY’s pencil  xAttr  [GEN]	intelligent
PersonX opens a bookstore  xAttr  [GEN]	intelligent
PersonX designs an award-winning car  HinderedBy  [GEN]	PersonX can't afford the car
PersonX has an offer to tour China  xIntent  [GEN]	to travel
PersonX uses computers  xWant  [GEN]	to use a new computer
PersonX names three girls  xAttr  [GEN]	creative
PersonX remains as he is  xAttr  [GEN]	loyal
PersonX is a regular person  xReact  [GEN]	friendly
PersonX helps PersonY into the tub  xNeed  [GEN]	to have a job
PersonX listens to PersonY's comment  xIntent  [GEN]	to be heard
PersonX considers the problem  xNeed  [GEN]	to be aware of the problem
PersonX promised to do something  HinderedBy  [GEN]	PersonX is too lazy to help
PersonX is considered attractive  xWant  [GEN]	to be accepted by his friends
PersonX reads in front of PersonY  xAttr  [GEN]	active
PersonX is prepared for an important exam  HinderedBy  [GEN]	PersonX is sick
PersonX orders some coffee  xIntent  [GEN]	to have a drink
PersonX decides to fly a kite  xIntent  [GEN]	to be a successful kite
PersonX is an auto mechanic  xIntent  [GEN]	to be a mechanic
PersonX fixes the place  HinderedBy  [GEN]	PersonX doesn't have a place to get things done
PersonX lets PersonY know about their feelings  xNeed  [GEN]	to talk to PersonY
PersonX drives like a madman  xNeed  [GEN]	to be in a drive-thru with a car
PersonX visits personZ  xIntent  [GEN]	to find out more about personZ
PersonX gets a new haircut  xIntent  [GEN]	to be more fashionable
PersonX can't stop coughing  xReact  [GEN]	cold
PersonX eats junk food  xIntent  [GEN]	to be energetic
PersonX has the right idea  xIntent  [GEN]	to help his own family
PersonX is not particularly angry  HinderedBy  [GEN]	PersonX is very friendly
PersonX immediately returned the favor  xWant  [GEN]	to be a better father
PersonX watches a car drive away  xIntent  [GEN]	to be on time
PersonX considers the problem  HinderedBy  [GEN]	PersonX doesn't think about the problem
PersonX sets fire to a car  xIntent  [GEN]	to destroy a car
PersonX brings back water  HinderedBy  [GEN]	PersonX is afraid to touch the water
PersonX observes a meteor  xWant  [GEN]	to see a meteor
PersonX seduces PersonY's wife  xNeed  [GEN]	to offer PersonY a job
PersonX has a plan for every eventuality  xAttr  [GEN]	insightful
PersonX explains the puzzle  xAttr  [GEN]	smart
PersonX provides for a rainy day  xIntent  [GEN]	to be organized
PersonX calls personX  xNeed  [GEN]	to talk to someone
PersonX and PersonY are old friends  xWant  [GEN]	to be friends with PersonY
PersonX tries out a new dance step  xNeed  [GEN]	to be interested in dancing
PersonX skis on fresh snow  HinderedBy  [GEN]	PersonX is too tired to go skiing
PersonX reads that PersonY can be met  xWant  [GEN]	to hang out with PersonY
PersonX and PersonY share milk  xWant  [GEN]	to have a milk
PersonX finds an engagement ring in the street  xReact  [GEN]	sad
PersonX dreams of war  xReact  [GEN]	excited
PersonX loses his identification card  xWant  [GEN]	to return his identification card
PersonX is sure of the reply  xNeed  [GEN]	to have talked to Nicky
PersonX has never had a Christmas like this  HinderedBy  [GEN]	PersonX has never had a Christmas like this to have
PersonX gives his love to PersonY  xEffect  [GEN]	and PersonY make love
PersonX wants to shake PersonY's hand  xReact  [GEN]	relaxed
PersonX fixes the place  xReact  [GEN]	satisfied
PersonX and PersonY paint the wall  xAttr  [GEN]	a leader
PersonX does not like her new hair style  xEffect  [GEN]	is told to dye his hair blue
PersonX uses computers  xNeed  [GEN]	to have an interest in computers
PersonX consults an attorney  xEffect  [GEN]	is granted a driver’s license
PersonX turns to look  xEffect  [GEN]	sees the light
PersonX hides the money  xIntent  [GEN]	to keep the money safe
PersonX chooses a great place to visit  HinderedBy  [GEN]	PersonX can't find a hotel for his visit
PersonX listens to Grandma  xWant  [GEN]	to get to know Grandma
PersonX met PersonY on vacation  xIntent  [GEN]	to be social
PersonX drops his valuables  xWant  [GEN]	to open the garbage can
PersonX is thwarted by traffic  xReact  [GEN]	anxious
PersonX travels without a suitcase  xReact  [GEN]	relieved
PersonX is obliged to go on a mission  xWant  [GEN]	to be alone
PersonX takes a diploma  xIntent  [GEN]	to be smart
PersonX gives birth to baby PersonY  xNeed  [GEN]	to be born a baby
PersonX tries pot  xEffect  [GEN]	learns to use a weed weed
PersonX is somewhat optimistic  HinderedBy  [GEN]	PersonX is too nervous to be optimistic
PersonX dips into the till  xReact  [GEN]	calm
PersonX and PersonY end up together  HinderedBy  [GEN]	PersonX can't remember what happened
PersonX sells apples  xIntent  [GEN]	to make money
PersonX completes the ultimate goal  xWant  [GEN]	to complete the goal
PersonX gets a pat on the head from her family  xIntent  [GEN]	to be close to her family
PersonX starts a fight with PersonY  xAttr  [GEN]	argumentative
PersonX sees there’s nothing in the room  xEffect  [GEN]	is confused
PersonX deletes some mail  xAttr  [GEN]	careless
PersonX proposes a change of dress code  xIntent  [GEN]	to make the living of the world
PersonX draws the first blood  xReact  [GEN]	satisfied
PersonX is up-tight  xEffect  [GEN]	sleeps at night
PersonX reads a text  xReact  [GEN]	sad
PersonX is a big fan of ice hockey  xEffect  [GEN]	is a fan of ice hockey
PersonX looks through a hole  HinderedBy  [GEN]	PersonX is too scared to open a hole
PersonX saw an eclipse  xEffect  [GEN]	was worried
PersonX buys PersonY’s old building  HinderedBy  [GEN]	PersonX is not allowed to give PersonY's old building advice
PersonX lives up to PersonY's expectations  xIntent  [GEN]	to be in control
PersonX waits for PersonY to come back  HinderedBy  [GEN]	PersonX is too busy to wait for PersonY
PersonX ogles at PersonY  HinderedBy  [GEN]	PersonX is always talking for herself
PersonX talks to one of the players  xEffect  [GEN]	gets the message out
PersonX engages in horseplay  xReact  [GEN]	relaxed
PersonX behaves in a tactless manner  xEffect  [GEN]	is reprimanded by his parents
PersonX chooses a big house  xAttr  [GEN]	a homeowner
PersonX welcomes a new year  xReact  [GEN]	pleased
PersonX insists on having his own way  xWant  [GEN]	to be his own person
