PersonX explains the puzzle  xReact  [GEN]	smart
PersonX disappears for a few minutes  xIntent  [GEN]	to be alone
PersonX can't hold back  xIntent  [GEN]	to be strong
PersonX helps PersonY do homework  HinderedBy  [GEN]	PersonX is too tired
PersonX is too drunk to walk  xAttr  [GEN]	irresponsible
PersonX makes it to the first five  HinderedBy  [GEN]	PersonX is sick
PersonX promises it will be a success  xIntent  [GEN]	to be successful
PersonX asks PersonY to help out  xEffect  [GEN]	gets thanked by PersonY
PersonX stops for a haircut  xReact  [GEN]	relaxed
PersonX can't hold back  HinderedBy  [GEN]	PersonX is afraid to fight
PersonX listens to The Beatles  xAttr  [GEN]	a fan
PersonX finds PersonY's jacket  xEffect  [GEN]	is surprised
PersonX continues to offer PersonY resistance  xNeed  [GEN]	to be willing to give
PersonX studies different opinions  xNeed  [GEN]	to have a different opinion
PersonX meets a person in church  xNeed  [GEN]	to be in church
PersonX gets on the bus with PersonY  xIntent  [GEN]	to be with
PersonX grows grass  HinderedBy  [GEN]	PersonX is allergic to grass
PersonX and PersonY embrace each other  xReact  [GEN]	happy
PersonX wakes up in the bathtub  xEffect  [GEN]	is wet
PersonX sits on the cat  xReact  [GEN]	relaxed
PersonX cannot tell how to solve a math problem  xWant  [GEN]	to learn how
PersonX is self-sufficient  xIntent  [GEN]	to be self-sufficient
PersonX learns to live with her misfortune  xWant  [GEN]	to be happy
PersonX puts down roots  xEffect  [GEN]	is not a child
PersonX reads PersonY's books  xAttr  [GEN]	smart
PersonX tells PersonY to trust her  xAttr  [GEN]	trustworthy
PersonX cuts her finger off with scissors  xIntent  [GEN]	to be able to
PersonX and PersonY paint the wall  HinderedBy  [GEN]	PersonX is too
PersonX wants to give up smoking  xReact  [GEN]	determined
PersonX and PersonY go to the garden  HinderedBy  [GEN]	PersonX is
PersonX checks the garage  xWant  [GEN]	to fix the car
PersonX travels without a suitcase  HinderedBy  [GEN]	PersonX is too tired to
PersonX cuts her finger off with scissors  xAttr  [GEN]	violent
PersonX carves a totem pole  xIntent  [GEN]	to express his anger
PersonX looks at rabbits  xReact  [GEN]	curious
PersonX finds a solution  xEffect  [GEN]	is thanked by his friends
PersonX shouts at the audience  xAttr  [GEN]	angry
PersonX remembers how PersonY smiled  xIntent  [GEN]	to be happy
PersonX hires the hitman  xNeed  [GEN]	to have a job
PersonX feels obligated to do it  xEffect  [GEN]	is happy
PersonX tries out a new dance step  xWant  [GEN]	to dance
PersonX tells PersonY she is a bad mother  xReact  [GEN]	angry
PersonX devises a new experiment  xWant  [GEN]	to test the theory
PersonX helps PersonY with her jacket  xWant  [GEN]	to be a good friend
PersonX and PersonY share milk  xIntent  [GEN]	to be a good friend
PersonX doesn’t get involved  xIntent  [GEN]	to be independent
PersonX throws down PersonY's gauntlet  xReact  [GEN]	angry
PersonX devises a new experiment  xReact  [GEN]	excited
PersonX won't sit down  xIntent  [GEN]	to be alone
PersonX is obliged to go on a mission  xEffect  [GEN]	is happy
PersonX has to listen to nonsense  HinderedBy  [GEN]	PersonX is a good
PersonX is easily flattered  xEffect  [GEN]	is happy
PersonX wears an orange shirt  HinderedBy  [GEN]	PersonX is allergic to oranges
PersonX is ranting  xReact  [GEN]	angry
PersonX is an honorable member of society  xEffect  [GEN]	is praised by society
PersonX buys a boombox  xWant  [GEN]	to play with it
PersonX causes something  xEffect  [GEN]	is punished
PersonX's mother makes PersonX a cake  HinderedBy  [GEN]	PersonX's
PersonX has been tortured  xEffect  [GEN]	is in prison
PersonX remains steadfast in friendship  xEffect  [GEN]	is a good friend
PersonX notices PersonY’s injuries  xAttr  [GEN]	observant
PersonX cooks PersonY some food  xEffect  [GEN]	is thanked by PersonY
PersonX is almost at the edge  xEffect  [GEN]	is in a hurry
PersonX shows how PersonY can improve  xReact  [GEN]	proud
PersonX helps PersonY with her jacket  xNeed  [GEN]	to be able to sew
PersonX wakes up in the bathtub  xNeed  [GEN]	to be in the bath
PersonX reads PersonY's books  xIntent  [GEN]	to be a good reader
PersonX wears a suit  xNeed  [GEN]	to be wearing a suit
PersonX wants to start a business  xAttr  [GEN]	ambitious
PersonX thinks it's necessary  xAttr  [GEN]	smart
PersonX talks to her parents about her future  HinderedBy  [GEN]	PersonX is
PersonX goes shopping with the kids  xWant  [GEN]	to buy a new outfit
PersonX gives out advice  xAttr  [GEN]	wise
PersonX wears new shoes to work  xReact  [GEN]	confident
PersonX tells PersonY that PersonY is a hero  xIntent  [GEN]	to
PersonX is falling behind  xWant  [GEN]	to be on time
PersonX cuts her finger off with scissors  xWant  [GEN]	to be more careful
PersonX fixes the place  xIntent  [GEN]	to fix the place
PersonX ogles at PersonY  xWant  [GEN]	to be PersonY's
PersonX learns of a storm  xAttr  [GEN]	curious
PersonX hires a boat  xWant  [GEN]	to be a good sailor
PersonX pulls PersonY back  xAttr  [GEN]	strong
PersonX watches a basketball game  xIntent  [GEN]	to be entertained
PersonX gets a job  xWant  [GEN]	to be a manager
PersonX has moved on to PersonY  xIntent  [GEN]	to be with Person
PersonX spends a lot of time on  xEffect  [GEN]	is tired
PersonX sits in the car and thinks  xWant  [GEN]	to get out of the
PersonX is growing too tall  xWant  [GEN]	to be taller
PersonX can do this  xReact  [GEN]	powerful
PersonX promises it will be a success  xNeed  [GEN]	to be confident
PersonX has been considered PersonY's best friend  xEffect  [GEN]	is liked by
PersonX attends PersonY's retirement  HinderedBy  [GEN]	PersonX is too busy
PersonX lies to everyone  xEffect  [GEN]	is caught
PersonX travels to Mexico  HinderedBy  [GEN]	PersonX is afraid of Mexico
PersonX says something insensitive  xAttr  [GEN]	insensitive
PersonX decides to go anyway  xIntent  [GEN]	to be independent
PersonX hires the hitman  xAttr  [GEN]	ambitious
PersonX starts over  xWant  [GEN]	to be a star
PersonX avoids an accident  xAttr  [GEN]	brave
PersonX uses contraception  HinderedBy  [GEN]	PersonX is not pregnant
PersonX likes to write  xIntent  [GEN]	to be creative
PersonX gets tickets to the concert  xAttr  [GEN]	a good singer
PersonX buys a Mercedes  HinderedBy  [GEN]	PersonX can't afford it
PersonX listens to The Beatles  xEffect  [GEN]	is happy
PersonX evades the burglars  xEffect  [GEN]	is not caught
PersonX and PersonY agree on a price  xIntent  [GEN]	to be able
PersonX agrees to send PersonY an e-mail  xIntent  [GEN]	to
PersonX leaves his place for the airport  HinderedBy  [GEN]	PersonX is too
PersonX does not perform well  xEffect  [GEN]	is reprimanded
PersonX doesn’t get love  xReact  [GEN]	disappointed
PersonX murders PersonY's wife  xWant  [GEN]	to get away with it
PersonX helps PersonY do homework  xReact  [GEN]	happy
PersonX sees a friend in the market  xIntent  [GEN]	to be sociable
PersonX becomes wise to PersonY's ways  xAttr  [GEN]	wise
PersonX drives an Oldsmobile  HinderedBy  [GEN]	PersonX is too tired
PersonX makes shoes  xEffect  [GEN]	is a fashion designer
PersonX talks to the man  xIntent  [GEN]	to be a good friend
PersonX is self-sufficient  xReact  [GEN]	satisfied
PersonX reminds PersonY of what he did  HinderedBy  [GEN]	PersonX doesn
PersonX uses an opportunity  HinderedBy  [GEN]	PersonX is afraid of the opportunity
PersonX calls personY's agent  xIntent  [GEN]	to get the job done
PersonX knows who he is  xNeed  [GEN]	to be in the know
PersonX controls her  xNeed  [GEN]	to be able to control her
PersonX rides the cable car  xReact  [GEN]	excited
PersonX considers the problem  xWant  [GEN]	to solve the problem
PersonX performs a survey  xIntent  [GEN]	to find out what is happening in
PersonX is reasonable on PersonY's asking  HinderedBy  [GEN]	PersonX is
PersonX understands the target  xAttr  [GEN]	smart
PersonX becomes wise to PersonY's ways  xIntent  [GEN]	to be a
PersonX accepts a drink  HinderedBy  [GEN]	PersonX is afraid of alcohol
PersonX seems to hear PersonY  xWant  [GEN]	to hear PersonY
PersonX takes PersonY back to his hotel room  HinderedBy  [GEN]	PersonX
PersonX wants to send a warning  HinderedBy  [GEN]	PersonX is afraid to
PersonX really gets rolling  xWant  [GEN]	to be a rock star
PersonX wants to meet  xNeed  [GEN]	to be interested in meeting
PersonX turns to look  xAttr  [GEN]	curious
PersonX and PersonY finally admitted it  xReact  [GEN]	relieved
PersonX finds time for reading  xReact  [GEN]	happy
PersonX leads the race  xNeed  [GEN]	to be on the team
PersonX and PersonY pay bills  xNeed  [GEN]	to have money
PersonX is out of his mind  xWant  [GEN]	to be calm
PersonX has a fight with his dad  xNeed  [GEN]	to be angry
PersonX completes the ultimate goal  xEffect  [GEN]	is proud of his accomplishment
PersonX learns a new job  HinderedBy  [GEN]	PersonX is not allowed to
PersonX gives you something  xAttr  [GEN]	generous
PersonX goes shopping with the kids  xNeed  [GEN]	to be able to afford a
PersonX comes to an understanding  xReact  [GEN]	excited
PersonX wants to discover something  xWant  [GEN]	to learn
PersonX writes the blog post  xWant  [GEN]	to be a writer
PersonX creates the world  HinderedBy  [GEN]	PersonX is too busy to create
PersonX helps PersonY lose weight  HinderedBy  [GEN]	PersonX is too busy
PersonX seems to be trying to rescue PersonY  xEffect  [GEN]	is thanked by
PersonX adds a walkman to the list  xEffect  [GEN]	is happy
PersonX delivers his weekly lecture  xEffect  [GEN]	is praised by his students
PersonX buys PersonY a cell phone  xEffect  [GEN]	is happy
PersonX remains steadfast in friendship  xReact  [GEN]	happy
PersonX confronts fear  xEffect  [GEN]	is scared
PersonX fails to kill PersonY  xReact  [GEN]	guilty
PersonX threatens to tell everyone  HinderedBy  [GEN]	PersonX is afraid to tell
PersonX buys PersonY's favorite drink  HinderedBy  [GEN]	PersonX is allergic
PersonX pours a drink for PersonY  xIntent  [GEN]	to be a
PersonX kisses and hugs PersonY  xIntent  [GEN]	to be close to Person
PersonX lies to the camera  xNeed  [GEN]	to be in a position to lie
PersonX accidentally steps on a crack  xReact  [GEN]	annoyed
PersonX wants to start a business  xNeed  [GEN]	to have a business idea
PersonX finds an engagement ring in the street  xIntent  [GEN]	to propose to
PersonX can't deal with the pain  xReact  [GEN]	frustrated
PersonX gets a favour  xIntent  [GEN]	to help
PersonX enjoys hearing PersonY tell a story  xNeed  [GEN]	to be interested in
PersonX understands the target  xReact  [GEN]	confident
PersonX is growing too tall  HinderedBy  [GEN]	PersonX is too short to
PersonX walks out of class  xReact  [GEN]	nervous
PersonX announces the result  xIntent  [GEN]	to be the best
PersonX lies to the camera  xIntent  [GEN]	to be honest
PersonX shares stories with PersonY  xIntent  [GEN]	to share his experiences
PersonX regrets the fight  xWant  [GEN]	to avoid the fight
PersonX goes to the lab  xWant  [GEN]	to study
PersonX decides to report a robbery  xAttr  [GEN]	brave
PersonX finally gets to his car  xAttr  [GEN]	happy
PersonX and PersonY leaves the country  HinderedBy  [GEN]	PersonX is too
PersonX gets a tooth pulled  xWant  [GEN]	to see a dentist
PersonX does some legwork  xWant  [GEN]	to do more legwork
PersonX translates a chapter  xIntent  [GEN]	to be a better writer
PersonX finds something to drink  xReact  [GEN]	happy
PersonX pours a drink for PersonY  xEffect  [GEN]	is thanked by Person
PersonX sees PersonY’s future  xEffect  [GEN]	is excited
PersonX has a pot of soup  xEffect  [GEN]	is full
PersonX grows in height  xAttr  [GEN]	tall
PersonX experiences uncertainty  xReact  [GEN]	anxious
PersonX borrows a toy  xIntent  [GEN]	to play with the toy
PersonX has a freak-out  xAttr  [GEN]	crazy
PersonX wonders about doing it again  xAttr  [GEN]	curious
PersonX's home is robbed  xEffect  [GEN]	is angry
PersonX reveals that he plans to cut a deal  xAttr  [GEN]	ambitious
PersonX decides to go anyway  HinderedBy  [GEN]	PersonX is too scared to
PersonX stares at personY  HinderedBy  [GEN]	PersonX is too shy to
PersonX does not like chewing gum  xReact  [GEN]	annoyed
PersonX has a bad accident  HinderedBy  [GEN]	PersonX is not injured
PersonX comes to terms with the loss  xEffect  [GEN]	feels guilty
PersonX puts down roots  HinderedBy  [GEN]	PersonX is too busy to go
PersonX and PersonY form a mutual contract  HinderedBy  [GEN]	PersonX is
PersonX stomps his feet  xAttr  [GEN]	clumsy
PersonX decides to not eat PersonY  xIntent  [GEN]	to be healthy
PersonX talks about art  xEffect  [GEN]	is inspired by art
PersonX loses his life  xEffect  [GEN]	is depressed
PersonX has to work on Friday  xIntent  [GEN]	to finish the project
PersonX has a plan for every eventuality  xNeed  [GEN]	to be thinking about
PersonX sees PersonY’s future  xReact  [GEN]	hopeful
PersonX and PersonY cook some fish  xNeed  [GEN]	to have a cooking skill
PersonX consults an attorney  HinderedBy  [GEN]	PersonX is afraid of lawyers
PersonX neglects to mention PersonY's presence  xWant  [GEN]	to be alone
PersonX disappears for a few minutes  xAttr  [GEN]	shy
PersonX changes clothes at home  HinderedBy  [GEN]	PersonX is too busy to
PersonX gives out PersonY’s secret  xEffect  [GEN]	is thanked by
PersonX and PersonY finally admitted it  xIntent  [GEN]	to be honest
PersonX asks PersonY to pick up his last name  xAttr  [GEN]	curious
PersonX gives you something  xNeed  [GEN]	to be able to give you something
PersonX talks to the man  xAttr  [GEN]	friendly
PersonX teaches diligently  HinderedBy  [GEN]	PersonX is lazy
PersonX gives PersonY a list of reasons  xIntent  [GEN]	to help Person
PersonX considers the other person’s needs  HinderedBy  [GEN]	PersonX
PersonX has been running for the last 20 minutes  xReact  [GEN]	tired
PersonX accepts PersonX's purpose  xWant  [GEN]	to do what PersonX wants
PersonX decides not to go on tour  xIntent  [GEN]	to be free
PersonX carries a sign  xIntent  [GEN]	to be a good citizen
PersonX steals information  xEffect  [GEN]	is caught
PersonX says something insensitive  HinderedBy  [GEN]	PersonX is too shy to say
PersonX admires the scenery  xIntent  [GEN]	to see the world
PersonX gets on the bus with PersonY  xEffect  [GEN]	is happy
PersonX pats the dog  xIntent  [GEN]	to be a good pet owner
PersonX remains as he is  xReact  [GEN]	content
PersonX enjoys solving puzzles  xAttr  [GEN]	intelligent
PersonX thinks PersonY's idea is brilliant  xWant  [GEN]	to try it
PersonX listens to PersonY's comment  HinderedBy  [GEN]	PersonX is too
PersonX drops everything to do this  xAttr  [GEN]	careless
PersonX offers a hand of friendship  xNeed  [GEN]	to be friends with someone
PersonX is thwarted by traffic  xAttr  [GEN]	impulsive
PersonX hides the money  xAttr  [GEN]	sneaky
PersonX expects the unexpected  xAttr  [GEN]	anxious
PersonX reads PersonY's books  HinderedBy  [GEN]	PersonX is not allowed
PersonX explains her fears  xEffect  [GEN]	is reassured
PersonX flies into the building  xReact  [GEN]	excited
PersonX has trouble making it to class  xEffect  [GEN]	is late for class
PersonX spends a lot of time on  xReact  [GEN]	relaxed
PersonX is very good at her job  HinderedBy  [GEN]	PersonX is very
PersonX has the right idea  xWant  [GEN]	to do it
PersonX listens to the music in PersonY's car  xEffect  [GEN]	is impressed
PersonX sees PersonY’s outfit  xWant  [GEN]	to wear it
PersonX holds up a gun  xReact  [GEN]	brave
PersonX buys a boombox  xIntent  [GEN]	to be able to communicate
PersonX answers her purpose  xEffect  [GEN]	is happy
PersonX is a big fan of ice hockey  xReact  [GEN]	excited
PersonX backs out  xIntent  [GEN]	to be a winner
PersonX is mistaken for the wife  xEffect  [GEN]	is upset
PersonX looks PersonY up on the Internet  xIntent  [GEN]	to know more
PersonX and PersonY gets shot  xEffect  [GEN]	is injured
PersonX looks at something quickly  HinderedBy  [GEN]	PersonX is too busy to
PersonX writes something for PersonY  xAttr  [GEN]	intelligent
PersonX arranges for transportation  xEffect  [GEN]	is happy
PersonX writes a list  xAttr  [GEN]	creative
PersonX spends the entire day with PersonY  xEffect  [GEN]	is happy
PersonX and PersonY suddenly fall in love  xIntent  [GEN]	to be with
PersonX has an urge to run  xAttr  [GEN]	athletic
PersonX wants to send a warning  xReact  [GEN]	anxious
PersonX tries pot  xWant  [GEN]	to be a pot-lover
PersonX gets PersonY some water  HinderedBy  [GEN]	PersonX is allergic to
PersonX smiles through it all  xEffect  [GEN]	is happy
PersonX talks to her parents about her future  xAttr  [GEN]	intelligent
PersonX has never liked the rain  xEffect  [GEN]	is not interested in the weather
PersonX promises to contact PersonY  HinderedBy  [GEN]	PersonX is afraid to
PersonX studies history at the library  xAttr  [GEN]	smart
PersonX leaves his place for the airport  xEffect  [GEN]	is late for work
PersonX reaches  xEffect  [GEN]	is happy
PersonX gets the key to his office  HinderedBy  [GEN]	PersonX can't
PersonX talks about PersonY's grandson  HinderedBy  [GEN]	PersonX is afraid
PersonX has discovered enough  xNeed  [GEN]	to be curious
PersonX sits forward  HinderedBy  [GEN]	PersonX is too tired to sit
PersonX gives birth to baby PersonY  xAttr  [GEN]	a good mother
PersonX sees PersonY struggling  xIntent  [GEN]	to help PersonY
PersonX finds an iguana  xIntent  [GEN]	to be a good hunter
PersonX and PersonY get on the wrong train  xAttr  [GEN]	careless
PersonX returns to the farm  xReact  [GEN]	excited
PersonX sharpens PersonY’s pencil  xAttr  [GEN]	smart
PersonX opens a bookstore  xAttr  [GEN]	a good writer
PersonX designs an award-winning car  HinderedBy  [GEN]	PersonX can't
PersonX has an offer to tour China  xIntent  [GEN]	to see the world
PersonX uses computers  xWant  [GEN]	to be a computer programmer
PersonX names three girls  xAttr  [GEN]	a good girl
PersonX remains as he is  xAttr  [GEN]	loyal
PersonX is a regular person  xReact  [GEN]	happy
PersonX helps PersonY into the tub  xNeed  [GEN]	to be able to help
PersonX listens to PersonY's comment  xIntent  [GEN]	to understand PersonY
PersonX considers the problem  xNeed  [GEN]	to think about the problem
PersonX promised to do something  HinderedBy  [GEN]	PersonX is too busy to
PersonX is considered attractive  xWant  [GEN]	to be attractive
PersonX reads in front of PersonY  xAttr  [GEN]	intelligent
PersonX is prepared for an important exam  HinderedBy  [GEN]	PersonX is not
PersonX orders some coffee  xIntent  [GEN]	to have a cup of coffee
PersonX decides to fly a kite  xIntent  [GEN]	to be a pilot
PersonX is an auto mechanic  xIntent  [GEN]	to be a mechanic
PersonX fixes the place  HinderedBy  [GEN]	PersonX is too tired to fix
PersonX lets PersonY know about their feelings  xNeed  [GEN]	to be able to
PersonX drives like a madman  xNeed  [GEN]	to be driving
PersonX visits personZ  xIntent  [GEN]	to see personZ
PersonX gets a new haircut  xIntent  [GEN]	to look good
PersonX can't stop coughing  xReact  [GEN]	sick
PersonX eats junk food  xIntent  [GEN]	to eat junk food
PersonX has the right idea  xIntent  [GEN]	to be a leader
PersonX is not particularly angry  HinderedBy  [GEN]	PersonX is not angry
PersonX immediately returned the favor  xWant  [GEN]	to be a better person
PersonX watches a car drive away  xIntent  [GEN]	to see the car
PersonX considers the problem  HinderedBy  [GEN]	PersonX is too busy to think
PersonX sets fire to a car  xIntent  [GEN]	to get rid of the
PersonX brings back water  HinderedBy  [GEN]	PersonX is allergic to water
PersonX observes a meteor  xWant  [GEN]	to see a meteor
PersonX seduces PersonY's wife  xNeed  [GEN]	to be in the mood
PersonX has a plan for every eventuality  xAttr  [GEN]	smart
PersonX explains the puzzle  xAttr  [GEN]	smart
PersonX provides for a rainy day  xIntent  [GEN]	to be warm
PersonX calls personX  xNeed  [GEN]	to be able to call someone
PersonX and PersonY are old friends  xWant  [GEN]	to be friends with Person
PersonX tries out a new dance step  xNeed  [GEN]	to be interested in dancing
PersonX skis on fresh snow  HinderedBy  [GEN]	PersonX is allergic to
PersonX reads that PersonY can be met  xWant  [GEN]	to be accepted
PersonX and PersonY share milk  xWant  [GEN]	to share milk with PersonY
PersonX finds an engagement ring in the street  xReact  [GEN]	excited
PersonX dreams of war  xReact  [GEN]	anxious
PersonX loses his identification card  xWant  [GEN]	to get a new one
PersonX is sure of the reply  xNeed  [GEN]	to be sure of the answer
PersonX has never had a Christmas like this  HinderedBy  [GEN]	PersonX has
PersonX gives his love to PersonY  xEffect  [GEN]	is loved by PersonY
PersonX wants to shake PersonY's hand  xReact  [GEN]	happy
PersonX fixes the place  xReact  [GEN]	happy
PersonX and PersonY paint the wall  xAttr  [GEN]	artistic
PersonX does not like her new hair style  xEffect  [GEN]	is unhappy
PersonX uses computers  xNeed  [GEN]	to have a computer
PersonX consults an attorney  xEffect  [GEN]	is successful
PersonX turns to look  xEffect  [GEN]	is surprised
PersonX hides the money  xIntent  [GEN]	to hide the money
PersonX chooses a great place to visit  HinderedBy  [GEN]	PersonX is too
PersonX listens to Grandma  xWant  [GEN]	to see Grandma
PersonX met PersonY on vacation  xIntent  [GEN]	to be with PersonY
PersonX drops his valuables  xWant  [GEN]	to get rid of them
PersonX is thwarted by traffic  xReact  [GEN]	frustrated
PersonX travels without a suitcase  xReact  [GEN]	trapped
PersonX is obliged to go on a mission  xWant  [GEN]	to be a soldier
PersonX takes a diploma  xIntent  [GEN]	to be a better student
PersonX gives birth to baby PersonY  xNeed  [GEN]	to be pregnant
PersonX tries pot  xEffect  [GEN]	gets a pot
PersonX is somewhat optimistic  HinderedBy  [GEN]	PersonX is not optimistic
PersonX dips into the till  xReact  [GEN]	relaxed
PersonX and PersonY end up together  HinderedBy  [GEN]	PersonX is too
PersonX sells apples  xIntent  [GEN]	to be independent
PersonX completes the ultimate goal  xWant  [GEN]	to win the game
PersonX gets a pat on the head from her family  xIntent  [GEN]	to
PersonX starts a fight with PersonY  xAttr  [GEN]	aggressive
PersonX sees there’s nothing in the room  xEffect  [GEN]	is surprised
PersonX deletes some mail  xAttr  [GEN]	careless
PersonX proposes a change of dress code  xIntent  [GEN]	to be more fashionable
PersonX draws the first blood  xReact  [GEN]	confident
PersonX is up-tight  xEffect  [GEN]	is a little nervous
PersonX reads a text  xReact  [GEN]	surprised
PersonX is a big fan of ice hockey  xEffect  [GEN]	is a fan of
PersonX looks through a hole  HinderedBy  [GEN]	PersonX is too scared to
PersonX saw an eclipse  xEffect  [GEN]	is amazed
PersonX buys PersonY’s old building  HinderedBy  [GEN]	PersonX
PersonX lives up to PersonY's expectations  xIntent  [GEN]	to be a
PersonX waits for PersonY to come back  HinderedBy  [GEN]	PersonX is
PersonX ogles at PersonY  HinderedBy  [GEN]	PersonX is afraid
PersonX talks to one of the players  xEffect  [GEN]	is thanked by the player
PersonX engages in horseplay  xReact  [GEN]	excited
PersonX behaves in a tactless manner  xEffect  [GEN]	is reprimanded
PersonX chooses a big house  xAttr  [GEN]	smart
PersonX welcomes a new year  xReact  [GEN]	excited
PersonX insists on having his own way  xWant  [GEN]	to be independent
PersonX explains something about ethics  xEffect  [GEN]	is a good student
PersonX went to the car dealer  xWant  [GEN]	to buy a new car
PersonX finds her lover dead  xAttr  [GEN]	sad
PersonX is made to work hard by PersonY  xIntent  [GEN]	to be
PersonX wants to become a carpenter  HinderedBy  [GEN]	PersonX is afraid
PersonX finally gets to his car  xWant  [GEN]	to drive
PersonX lies to the camera  xReact  [GEN]	guilty
PersonX is writing a research paper  xEffect  [GEN]	is happy
PersonX admires the scenery  xEffect  [GEN]	is inspired by the scenery
PersonX befriends a baby  HinderedBy  [GEN]	PersonX is afraid of babies
PersonX stays in school  xIntent  [GEN]	to be a good student
PersonX gives PersonY a list of reasons  xReact  [GEN]	happy
PersonX considers the problem  xReact  [GEN]	confused
PersonX does some legwork  xReact  [GEN]	excited
PersonX sees a movie with friends  HinderedBy  [GEN]	PersonX is too shy
PersonX invites PersonY to go somewhere  xReact  [GEN]	excited
PersonX has a plan for every eventuality  xIntent  [GEN]	to succeed
PersonX brings PersonY his paycheck  xNeed  [GEN]	to be able to pay Person
PersonX studies about birds  xWant  [GEN]	to learn about birds
PersonX learns that PersonY has a cold  xReact  [GEN]	worried
PersonX delivers his weekly lecture  xIntent  [GEN]	to be a good student
PersonX cannot tell how to solve a math problem  xAttr  [GEN]	a dumb
PersonX fixes the place  xEffect  [GEN]	is thanked by the neighbors
PersonX likes a pink hat  xWant  [GEN]	to wear a pink hat
PersonX enjoys doing that  xIntent  [GEN]	to be happy
