PersonX is an honorable member of society  xEffect  [GEN]	is accepted by society
PersonX buys a boombox  xWant  [GEN]	to go boomboxing
PersonX causes something  xEffect  [GEN]	is accused of being a fraud
PersonX's mother makes PersonX a cake  HinderedBy  [GEN]	PersonX's mother is mad at PersonX
PersonX has been tortured  xEffect  [GEN]	is in a coma
PersonX remains steadfast in friendship  xEffect  [GEN]	remains nice to others
PersonX notices PersonY’s injuries  xAttr  [GEN]	observant
PersonX cooks PersonY some food  xEffect  [GEN]	is thanked by PersonY
PersonX is almost at the edge  xEffect  [GEN]	gets dizzy
PersonX shows how PersonY can improve  xReact  [GEN]	pleased
PersonX helps PersonY with her jacket  xNeed  [GEN]	to be there
PersonX wakes up in the bathtub  xNeed  [GEN]	to be close to the pool
PersonX reads PersonY's books  xIntent  [GEN]	to learn more about PersonY
PersonX wears a suit  xNeed  [GEN]	to be in the class
PersonX wants to start a business  xAttr  [GEN]	bold
PersonX thinks it's necessary  xAttr  [GEN]	responsible
PersonX talks to her parents about her future  HinderedBy  [GEN]	PersonX is afraid to tell her parents about her future
PersonX goes shopping with the kids  xWant  [GEN]	to buy something
PersonX gives out advice  xAttr  [GEN]	a good listener
PersonX wears new shoes to work  xReact  [GEN]	happy
PersonX tells PersonY that PersonY is a hero  xIntent  [GEN]	to share PersonY’s story
PersonX is falling behind  xWant  [GEN]	to be up to speed
PersonX cuts her finger off with scissors  xWant  [GEN]	to see a doctor
PersonX fixes the place  xIntent  [GEN]	to make the place better
PersonX ogles at PersonY  xWant  [GEN]	to talk to PersonY
PersonX learns of a storm  xAttr  [GEN]	observant
PersonX hires a boat  xWant  [GEN]	to go on a boat
PersonX pulls PersonY back  xAttr  [GEN]	a good friend
PersonX watches a basketball game  xIntent  [GEN]	to spend time with his friends
PersonX gets a job  xWant  [GEN]	to do more work
PersonX has moved on to PersonY  xIntent  [GEN]	to stay with PersonY
PersonX spends a lot of time on  xEffect  [GEN]	is happy
PersonX sits in the car and thinks  xWant  [GEN]	to buy a car
PersonX is growing too tall  xWant  [GEN]	to be small
PersonX can do this  xReact  [GEN]	competent
PersonX promises it will be a success  xNeed  [GEN]	to be happy about the project
PersonX has been considered PersonY's best friend  xEffect  [GEN]	has been invited to PersonY's wedding
PersonX attends PersonY's retirement  HinderedBy  [GEN]	PersonX can't find PersonY's old address
PersonX lies to everyone  xEffect  [GEN]	is caught
PersonX travels to Mexico  HinderedBy  [GEN]	PersonX is sick
PersonX says something insensitive  xAttr  [GEN]	insensitive
PersonX decides to go anyway  xIntent  [GEN]	to make a good impression
PersonX hires the hitman  xAttr  [GEN]	ambitious
PersonX starts over  xWant  [GEN]	to be a real person
PersonX avoids an accident  xAttr  [GEN]	neat
PersonX uses contraception  HinderedBy  [GEN]	PersonX is too young to practice contraception
PersonX likes to write  xIntent  [GEN]	to prove that he has written
PersonX gets tickets to the concert  xAttr  [GEN]	outgoing
PersonX buys a Mercedes  HinderedBy  [GEN]	PersonX can't afford a car
PersonX listens to The Beatles  xEffect  [GEN]	likes the Beatles
PersonX evades the burglars  xEffect  [GEN]	is left in the cold
PersonX and PersonY agree on a price  xIntent  [GEN]	to buy a product
PersonX agrees to send PersonY an e-mail  xIntent  [GEN]	to help PersonY
PersonX leaves his place for the airport  HinderedBy  [GEN]	PersonX is afraid to go on a trip
PersonX does not perform well  xEffect  [GEN]	is fired
PersonX doesn’t get love  xReact  [GEN]	disappointed
PersonX murders PersonY's wife  xWant  [GEN]	to get away with it
PersonX helps PersonY do homework  xReact  [GEN]	competent
PersonX sees a friend in the market  xIntent  [GEN]	to learn more about the market
PersonX becomes wise to PersonY's ways  xAttr  [GEN]	wise
PersonX drives an Oldsmobile  HinderedBy  [GEN]	PersonX can't find the engine
PersonX makes shoes  xEffect  [GEN]	is pleased
PersonX talks to the man  xIntent  [GEN]	to be more open
PersonX is self-sufficient  xReact  [GEN]	strong
PersonX reminds PersonY of what he did  HinderedBy  [GEN]	PersonX can't remember what he did
PersonX uses an opportunity  HinderedBy  [GEN]	PersonX has a bad memory
PersonX calls personY's agent  xIntent  [GEN]	to be a good friend
PersonX knows who he is  xNeed  [GEN]	to know who he was
PersonX controls her  xNeed  [GEN]	to have control over her
PersonX rides the cable car  xReact  [GEN]	free
PersonX considers the problem  xWant  [GEN]	to solve the problem
PersonX performs a survey  xIntent  [GEN]	to be prepared for the test
PersonX is reasonable on PersonY's asking  HinderedBy  [GEN]	PersonX doesn't like PersonY
PersonX understands the target  xAttr  [GEN]	smart
PersonX becomes wise to PersonY's ways  xIntent  [GEN]	to be respected by PersonY
PersonX accepts a drink  HinderedBy  [GEN]	PersonX can't drink
PersonX seems to hear PersonY  xWant  [GEN]	to talk to PersonY
PersonX takes PersonY back to his hotel room  HinderedBy  [GEN]	PersonX is not allowed to go back to the hotel
PersonX wants to send a warning  HinderedBy  [GEN]	PersonX is too busy to send a warning
PersonX really gets rolling  xWant  [GEN]	to practice
PersonX wants to meet  xNeed  [GEN]	to be able to go to meet
PersonX turns to look  xAttr  [GEN]	attractive
PersonX and PersonY finally admitted it  xReact  [GEN]	relieved
PersonX finds time for reading  xReact  [GEN]	satisfied
PersonX leads the race  xNeed  [GEN]	to have an opinion
PersonX and PersonY pay bills  xNeed  [GEN]	to have money
PersonX is out of his mind  xWant  [GEN]	to get rid of his anger
PersonX has a fight with his dad  xNeed  [GEN]	to be upset with his dad
PersonX completes the ultimate goal  xEffect  [GEN]	is congratulated by his family
PersonX learns a new job  HinderedBy  [GEN]	PersonX can't find the job promotion application
PersonX gives you something  xAttr  [GEN]	thoughtful
PersonX goes shopping with the kids  xNeed  [GEN]	to be interested in cars
PersonX comes to an understanding  xReact  [GEN]	in control
PersonX wants to discover something  xWant  [GEN]	to find out what it is
PersonX writes the blog post  xWant  [GEN]	to be a writer
PersonX creates the world  HinderedBy  [GEN]	PersonX can't find the right place to start
PersonX helps PersonY lose weight  HinderedBy  [GEN]	PersonX is afraid to stop eating
PersonX seems to be trying to rescue PersonY  xEffect  [GEN]	is rescued by PersonY
PersonX adds a walkman to the list  xEffect  [GEN]	is thanked by the owner of the store
PersonX delivers his weekly lecture  xEffect  [GEN]	is praised by his students
PersonX buys PersonY a cell phone  xEffect  [GEN]	is happy with PersonY
PersonX remains steadfast in friendship  xReact  [GEN]	accepted
PersonX confronts fear  xEffect  [GEN]	feels relieved
PersonX fails to kill PersonY  xReact  [GEN]	guilty
PersonX threatens to tell everyone  HinderedBy  [GEN]	PersonX can't find the courage to tell everyone
PersonX buys PersonY's favorite drink  HinderedBy  [GEN]	PersonX can't find a pen to write the note
PersonX pours a drink for PersonY  xIntent  [GEN]	to make PersonY happy
PersonX kisses and hugs PersonY  xIntent  [GEN]	to be in the group
PersonX lies to the camera  xNeed  [GEN]	to be in a bad mood
PersonX accidentally steps on a crack  xReact  [GEN]	sorry
PersonX wants to start a business  xNeed  [GEN]	to need to have an idea
PersonX finds an engagement ring in the street  xIntent  [GEN]	to marry
PersonX can't deal with the pain  xReact  [GEN]	alone
PersonX gets a favour  xIntent  [GEN]	to get a promotion
PersonX enjoys hearing PersonY tell a story  xNeed  [GEN]	to be listening to PersonY
PersonX understands the target  xReact  [GEN]	happy
PersonX is growing too tall  HinderedBy  [GEN]	PersonX is not tall enough
PersonX walks out of class  xReact  [GEN]	nervous
PersonX announces the result  xIntent  [GEN]	to make a point
PersonX lies to the camera  xIntent  [GEN]	to be honest
PersonX shares stories with PersonY  xIntent  [GEN]	to share stories with PersonY
PersonX regrets the fight  xWant  [GEN]	to get revenge
PersonX goes to the lab  xWant  [GEN]	to study
PersonX decides to report a robbery  xAttr  [GEN]	brave
PersonX finally gets to his car  xAttr  [GEN]	good at driving
PersonX and PersonY leaves the country  HinderedBy  [GEN]	PersonX and PersonY are not leaving the country
PersonX gets a tooth pulled  xWant  [GEN]	to get a new tooth
PersonX does some legwork  xWant  [GEN]	to do more legwork
PersonX translates a chapter  xIntent  [GEN]	to be a good translator
PersonX finds something to drink  xReact  [GEN]	thirsty
PersonX pours a drink for PersonY  xEffect  [GEN]	is thanked by PersonY
PersonX sees PersonY’s future  xEffect  [GEN]	is inspired by PersonY
PersonX has a pot of soup  xEffect  [GEN]	gets sunburned
PersonX grows in height  xAttr  [GEN]	tall
PersonX experiences uncertainty  xReact  [GEN]	disappointed
PersonX borrows a toy  xIntent  [GEN]	to play with the toy
PersonX has a freak-out  xAttr  [GEN]	crazy
PersonX wonders about doing it again  xAttr  [GEN]	worried
PersonX's home is robbed  xEffect  [GEN]	is upset
PersonX reveals that he plans to cut a deal  xAttr  [GEN]	wise
PersonX decides to go anyway  HinderedBy  [GEN]	PersonX is afraid to leave the house
PersonX stares at personY  HinderedBy  [GEN]	PersonX is not attracted to personY
PersonX does not like chewing gum  xReact  [GEN]	angry
PersonX has a bad accident  HinderedBy  [GEN]	PersonX has a good accident
PersonX comes to terms with the loss  xEffect  [GEN]	is happy
PersonX puts down roots  HinderedBy  [GEN]	PersonX is not in a hurry to start fresh
PersonX and PersonY form a mutual contract  HinderedBy  [GEN]	PersonX is mad at PersonY
PersonX stomps his feet  xAttr  [GEN]	clumsy
PersonX decides to not eat PersonY  xIntent  [GEN]	to keep her house clean
PersonX talks about art  xEffect  [GEN]	learns about art
PersonX loses his life  xEffect  [GEN]	is dead
PersonX has to work on Friday  xIntent  [GEN]	to finish on time
PersonX has a plan for every eventuality  xNeed  [GEN]	to have a plan
PersonX sees PersonY’s future  xReact  [GEN]	excited
PersonX and PersonY cook some fish  xNeed  [GEN]	to be able to cook
PersonX consults an attorney  HinderedBy  [GEN]	PersonX can't find the phone to call the attorney
PersonX neglects to mention PersonY's presence  xWant  [GEN]	to ignore PersonY
PersonX disappears for a few minutes  xAttr  [GEN]	sneaky
PersonX changes clothes at home  HinderedBy  [GEN]	PersonX is too scared to change clothes
PersonX gives out PersonY’s secret  xEffect  [GEN]	receives a reward
PersonX and PersonY finally admitted it  xIntent  [GEN]	to be forgiven
PersonX asks PersonY to pick up his last name  xAttr  [GEN]	polite
PersonX gives you something  xNeed  [GEN]	to be able to give you something
PersonX talks to the man  xAttr  [GEN]	friendly
PersonX teaches diligently  HinderedBy  [GEN]	PersonX can't take care of her
PersonX gives PersonY a list of reasons  xIntent  [GEN]	to know what PersonY thinks
PersonX considers the other person’s needs  HinderedBy  [GEN]	PersonX is a coward
PersonX has been running for the last 20 minutes  xReact  [GEN]	exhausted
PersonX accepts PersonX's purpose  xWant  [GEN]	to be in PersonX's life
PersonX decides not to go on tour  xIntent  [GEN]	to avoid the problem
PersonX carries a sign  xIntent  [GEN]	to show people that he is not a coward
PersonX steals information  xEffect  [GEN]	is in trouble
PersonX says something insensitive  HinderedBy  [GEN]	PersonX is afraid to say something
PersonX admires the scenery  xIntent  [GEN]	to be happy
PersonX gets on the bus with PersonY  xEffect  [GEN]	gets to see PersonY again
PersonX pats the dog  xIntent  [GEN]	to show the dog how far he has been
PersonX remains as he is  xReact  [GEN]	pleased
PersonX enjoys solving puzzles  xAttr  [GEN]	a good player
PersonX thinks PersonY's idea is brilliant  xWant  [GEN]	to use PersonY's idea
PersonX listens to PersonY's comment  HinderedBy  [GEN]	PersonX is not listening to PersonY
PersonX drops everything to do this  xAttr  [GEN]	independent
PersonX offers a hand of friendship  xNeed  [GEN]	to be friendly
PersonX is thwarted by traffic  xAttr  [GEN]	clumsy
PersonX hides the money  xAttr  [GEN]	secretive
PersonX expects the unexpected  xAttr  [GEN]	optimistic
PersonX reads PersonY's books  HinderedBy  [GEN]	PersonX can't read
PersonX explains her fears  xEffect  [GEN]	learns to be sensitive
PersonX flies into the building  xReact  [GEN]	frightened
PersonX has trouble making it to class  xEffect  [GEN]	is still on the phone
PersonX spends a lot of time on  xReact  [GEN]	tired
PersonX is very good at her job  HinderedBy  [GEN]	PersonX is terrible at her job
PersonX has the right idea  xWant  [GEN]	to do the right thing
PersonX listens to the music in PersonY's car  xEffect  [GEN]	likes the music
PersonX sees PersonY’s outfit  xWant  [GEN]	to know what it is
PersonX holds up a gun  xReact  [GEN]	safe
PersonX buys a boombox  xIntent  [GEN]	to be able to move around
PersonX answers her purpose  xEffect  [GEN]	makes a good impression
PersonX is a big fan of ice hockey  xReact  [GEN]	happy
PersonX backs out  xIntent  [GEN]	to avoid having to stay
PersonX is mistaken for the wife  xEffect  [GEN]	is divorced
PersonX looks PersonY up on the Internet  xIntent  [GEN]	to meet PersonY
PersonX and PersonY gets shot  xEffect  [GEN]	and PersonY are dead
PersonX looks at something quickly  HinderedBy  [GEN]	PersonX is in a coma
PersonX writes something for PersonY  xAttr  [GEN]	intelligent
PersonX arranges for transportation  xEffect  [GEN]	is able to travel
PersonX writes a list  xAttr  [GEN]	imaginative
PersonX spends the entire day with PersonY  xEffect  [GEN]	and PersonY have fun together
PersonX and PersonY suddenly fall in love  xIntent  [GEN]	to see PersonY as a friend
PersonX has an urge to run  xAttr  [GEN]	pushy
PersonX wants to send a warning  xReact  [GEN]	worried
PersonX tries pot  xWant  [GEN]	to get high
PersonX gets PersonY some water  HinderedBy  [GEN]	PersonX can't find the water
PersonX smiles through it all  xEffect  [GEN]	feels satisfied
PersonX talks to her parents about her future  xAttr  [GEN]	trustworthy
PersonX has never liked the rain  xEffect  [GEN]	is upset
PersonX promises to contact PersonY  HinderedBy  [GEN]	PersonX doesn't want to contact PersonY
PersonX studies history at the library  xAttr  [GEN]	smart
PersonX leaves his place for the airport  xEffect  [GEN]	is given a ride
PersonX reaches  xEffect  [GEN]	gains knowledge
PersonX gets the key to his office  HinderedBy  [GEN]	PersonX is not allowed to leave the office
PersonX talks about PersonY's grandson  HinderedBy  [GEN]	PersonX can't find his grandson
PersonX has discovered enough  xNeed  [GEN]	to have made some progress
PersonX sits forward  HinderedBy  [GEN]	PersonX is too shy to sit up
PersonX gives birth to baby PersonY  xAttr  [GEN]	responsible
PersonX sees PersonY struggling  xIntent  [GEN]	to help PersonY
PersonX finds an iguana  xIntent  [GEN]	to be an animal lover
PersonX and PersonY get on the wrong train  xAttr  [GEN]	irresponsible
PersonX returns to the farm  xReact  [GEN]	relieved
PersonX sharpens PersonY’s pencil  xAttr  [GEN]	talented
PersonX opens a bookstore  xAttr  [GEN]	a good businessman
PersonX designs an award-winning car  HinderedBy  [GEN]	PersonX can't find the right parts
PersonX has an offer to tour China  xIntent  [GEN]	to see the world
PersonX uses computers  xWant  [GEN]	to play computer games
PersonX names three girls  xAttr  [GEN]	confident
PersonX remains as he is  xAttr  [GEN]	humble
PersonX is a regular person  xReact  [GEN]	comfortable
PersonX helps PersonY into the tub  xNeed  [GEN]	to be on the same page as PersonY
PersonX listens to PersonY's comment  xIntent  [GEN]	to hear the question
PersonX considers the problem  xNeed  [GEN]	to be able to be an expert
PersonX promised to do something  HinderedBy  [GEN]	PersonX is too sick to do anything
PersonX is considered attractive  xWant  [GEN]	to be popular
PersonX reads in front of PersonY  xAttr  [GEN]	attentive
PersonX is prepared for an important exam  HinderedBy  [GEN]	PersonX is too tired to go to class on time
PersonX orders some coffee  xIntent  [GEN]	to be in control
PersonX decides to fly a kite  xIntent  [GEN]	to take a flight
PersonX is an auto mechanic  xIntent  [GEN]	to drive
PersonX fixes the place  HinderedBy  [GEN]	PersonX is too busy to fix the place
PersonX lets PersonY know about their feelings  xNeed  [GEN]	to be able to talk to PersonY
PersonX drives like a madman  xNeed  [GEN]	to have the strength to drive like a madman
PersonX visits personZ  xIntent  [GEN]	to be a good person
PersonX gets a new haircut  xIntent  [GEN]	to look better
PersonX can't stop coughing  xReact  [GEN]	guilty
PersonX eats junk food  xIntent  [GEN]	to get fat
PersonX has the right idea  xIntent  [GEN]	to make the world a better place
PersonX is not particularly angry  HinderedBy  [GEN]	PersonX is very upset
PersonX immediately returned the favor  xWant  [GEN]	to get back the favor back
PersonX watches a car drive away  xIntent  [GEN]	to see a car
PersonX considers the problem  HinderedBy  [GEN]	PersonX can't think of a solution
PersonX sets fire to a car  xIntent  [GEN]	to make a mess
PersonX brings back water  HinderedBy  [GEN]	PersonX is allergic to water
PersonX observes a meteor  xWant  [GEN]	to see a movie
PersonX seduces PersonY's wife  xNeed  [GEN]	to be able to seduce PersonY's wife
PersonX has a plan for every eventuality  xAttr  [GEN]	decisive
PersonX explains the puzzle  xAttr  [GEN]	intelligent
PersonX provides for a rainy day  xIntent  [GEN]	to be with his family
PersonX calls personX  xNeed  [GEN]	to be in the same room as personX
PersonX and PersonY are old friends  xWant  [GEN]	to see PersonY again
PersonX tries out a new dance step  xNeed  [GEN]	to practice her dance
PersonX skis on fresh snow  HinderedBy  [GEN]	PersonX can't find the snow shovel
PersonX reads that PersonY can be met  xWant  [GEN]	to know that PersonY meets PersonY
PersonX and PersonY share milk  xWant  [GEN]	to share his food with PersonY
PersonX finds an engagement ring in the street  xReact  [GEN]	inspired
PersonX dreams of war  xReact  [GEN]	scared
PersonX loses his identification card  xWant  [GEN]	to get in trouble
PersonX is sure of the reply  xNeed  [GEN]	to say what he wanted to say
PersonX has never had a Christmas like this  HinderedBy  [GEN]	PersonX has a bad habit of having a bad Christmas
PersonX gives his love to PersonY  xEffect  [GEN]	and PersonY are happy
PersonX wants to shake PersonY's hand  xReact  [GEN]	pleased
PersonX fixes the place  xReact  [GEN]	happy
PersonX and PersonY paint the wall  xAttr  [GEN]	creative
PersonX does not like her new hair style  xEffect  [GEN]	does not wear her new hair style
PersonX uses computers  xNeed  [GEN]	to have a computer
PersonX consults an attorney  xEffect  [GEN]	is paid a lot of money
PersonX turns to look  xEffect  [GEN]	sees a star in the sky
PersonX hides the money  xIntent  [GEN]	to hide the money
PersonX chooses a great place to visit  HinderedBy  [GEN]	PersonX can't afford the trip
PersonX listens to Grandma  xWant  [GEN]	to tell Grandma to stop
PersonX met PersonY on vacation  xIntent  [GEN]	to be part of the group
PersonX drops his valuables  xWant  [GEN]	to buy new batteries
PersonX is thwarted by traffic  xReact  [GEN]	sad
PersonX travels without a suitcase  xReact  [GEN]	excited
PersonX is obliged to go on a mission  xWant  [GEN]	to go home
PersonX takes a diploma  xIntent  [GEN]	to learn a new skill
PersonX gives birth to baby PersonY  xNeed  [GEN]	to be pregnant
PersonX tries pot  xEffect  [GEN]	grows a plant
PersonX is somewhat optimistic  HinderedBy  [GEN]	PersonX is concerned about the future
PersonX dips into the till  xReact  [GEN]	content
PersonX and PersonY end up together  HinderedBy  [GEN]	PersonX is a bad friend
PersonX sells apples  xIntent  [GEN]	to make money
PersonX completes the ultimate goal  xWant  [GEN]	to finish the goal
PersonX gets a pat on the head from her family  xIntent  [GEN]	to be liked by her family
PersonX starts a fight with PersonY  xAttr  [GEN]	aggressive
PersonX sees there’s nothing in the room  xEffect  [GEN]	is happy
PersonX deletes some mail  xAttr  [GEN]	independent
PersonX proposes a change of dress code  xIntent  [GEN]	to be part of a team
PersonX draws the first blood  xReact  [GEN]	pleased
PersonX is up-tight  xEffect  [GEN]	goes home
PersonX reads a text  xReact  [GEN]	interested
PersonX is a big fan of ice hockey  xEffect  [GEN]	is a regular ice hockey fan
PersonX looks through a hole  HinderedBy  [GEN]	PersonX is afraid of hole holes
PersonX saw an eclipse  xEffect  [GEN]	saw a huge eclipse
PersonX buys PersonY’s old building  HinderedBy  [GEN]	PersonX doesn't have enough money
PersonX lives up to PersonY's expectations  xIntent  [GEN]	to do things that PersonY wants
PersonX waits for PersonY to come back  HinderedBy  [GEN]	PersonX is afraid to talk to PersonY
PersonX ogles at PersonY  HinderedBy  [GEN]	PersonX is too shy to talk to PersonY
PersonX talks to one of the players  xEffect  [GEN]	gets to know the team
PersonX engages in horseplay  xReact  [GEN]	excited
PersonX behaves in a tactless manner  xEffect  [GEN]	gets into trouble
PersonX chooses a big house  xAttr  [GEN]	thoughtful
PersonX welcomes a new year  xReact  [GEN]	calm
PersonX insists on having his own way  xWant  [GEN]	to have his own way
PersonX explains something about ethics  xEffect  [GEN]	is thanked by the group
PersonX went to the car dealer  xWant  [GEN]	to buy a new car
