PersonX gets the kiss  xIntent  [GEN]	to kiss ali
PersonX has to save PersonY  xAttr  [GEN]	brave
PersonX falls into a routine  xReact  [GEN]	calm
PersonX has his first child  xWant  [GEN]	to have a family
PersonX goes on a train trip  xReact  [GEN]	happy
PersonX presents the new candidate  xIntent  [GEN]	to show the candidate the opportunity
PersonX gives up and sleeps  xEffect  [GEN]	sleeps well
PersonX speaks at a club  xAttr  [GEN]	a leader
PersonX buys a cup of tea  xAttr  [GEN]	thoughtful
PersonX cancels a trip to Paris  xAttr  [GEN]	selfish
PersonX's car is out of gas  xReact  [GEN]	frustrated
PersonX sets up his home PC  xIntent  [GEN]	to be independent
PersonX learns a new thing  xEffect  [GEN]	is excited
PersonX looks cool  xWant  [GEN]	to look cool
PersonX asks PersonY to build a house  xAttr  [GEN]	curious
PersonX and PersonY are involved in a surprise battle  xWant  [GEN]	to win
PersonX attends prayer meeting  xEffect  [GEN]	feels good about himself
PersonX asks if he can have a cup of coffee  xReact  [GEN]	eager
PersonX goes sledding  xIntent  [GEN]	to be active
PersonX recognizes PersonY as a thief  HinderedBy  [GEN]	personx is not looking at persony
PersonX proclaims PersonY guilty  xEffect  [GEN]	is surprised to see persony guilty
PersonX joins the mob  xAttr  [GEN]	rebellious
PersonX has a really smart idea  xReact  [GEN]	creative
PersonX slips out of the house  HinderedBy  [GEN]	personx is afraid of getting in trouble
PersonX relies on PersonY for advice  xIntent  [GEN]	to learn from persony
PersonX starts a new political party  xReact  [GEN]	creative
PersonX realizes she is attracted to PersonY  xWant  [GEN]	to date persony
PersonX keeps the goal in mind  xNeed  [GEN]	to be motivated
PersonX takes advantage of PersonY's suggestion  HinderedBy  [GEN]	personx doesn't have the money to buy the gift
PersonX is a bad person  xReact  [GEN]	bad
PersonX ponders the important question  xReact  [GEN]	curious
PersonX asks for the pencils  xIntent  [GEN]	to take notes
PersonX talks about it  xIntent  [GEN]	to know
PersonX frowns a lot  xReact  [GEN]	annoyed
PersonX claims PersonY is guilty  xNeed  [GEN]	to be suspicious of persony
PersonX tries to keep her secret  HinderedBy  [GEN]	personx can't keep a secret
PersonX continues to move  xAttr  [GEN]	strong
PersonX helps to deliver the package  xReact  [GEN]	honored
PersonX wants PersonY to come in for a drink  xIntent  [GEN]	to make persony happy
PersonX becomes educated  xEffect  [GEN]	is pleased with his new knowledge
PersonX stops to buy tacos  xWant  [GEN]	to eat tacos
PersonX will do it  xAttr  [GEN]	strong
PersonX promises PersonY not to hurt him  xIntent  [GEN]	to keep persony safe
PersonX teaches kids to swim  xNeed  [GEN]	to be interested in teaching
PersonX buys expensive clothes  xEffect  [GEN]	is happy
PersonX comes back to help PersonY  xReact  [GEN]	proud
PersonX drives over the river  xIntent  [GEN]	to get out of the city
PersonX delivers PersonY's message  xAttr  [GEN]	reliable
PersonX mails letter  HinderedBy  [GEN]	personx is in a coma
PersonX wants to control the world  HinderedBy  [GEN]	personx can't keep up
PersonX consigns PersonY to Hell  xNeed  [GEN]	to be angry at persony
PersonX can't go on like this  xAttr  [GEN]	irresponsible
PersonX changes a password  xReact  [GEN]	relaxed
PersonX manages to agree  HinderedBy  [GEN]	personx can't think of anything to say
PersonX sticks to the contract  HinderedBy  [GEN]	personx is not in a position to apply
PersonX suffers from stomachache  xEffect  [GEN]	is hospitalized
PersonX believes something about PersonY  xIntent  [GEN]	to be close to persony
PersonX reveals the baby's name  HinderedBy  [GEN]	personx can't remember the name
PersonX starts to read the book  xReact  [GEN]	excited
PersonX follows the script  xIntent  [GEN]	to follow the script
PersonX is not wanted  xAttr  [GEN]	worthless
PersonX's father praises PersonX  xWant  [GEN]	to be like his father
PersonX remains in place  xReact  [GEN]	comfortable
PersonX is building a house  xAttr  [GEN]	creative
PersonX fails in winning PersonY's heart  xNeed  [GEN]	to try to convince persony to be with her
PersonX makes a movie about it  xEffect  [GEN]	is a good actor
PersonX leaves behind the past  xReact  [GEN]	free
PersonX closes a window  xIntent  [GEN]	to be prepared for a storm
PersonX sits at the computer  xIntent  [GEN]	to work
PersonX asks to move in  xIntent  [GEN]	to live with his parents
PersonX posts a video online  xNeed  [GEN]	to be online
PersonX confesses his love for PersonY  HinderedBy  [GEN]	personx is afraid to tell persony he loves him
PersonX maintains the friendship  xEffect  [GEN]	is liked by his friends
PersonX behaves like a buddy  xWant  [GEN]	to be a good friend
PersonX casts out  HinderedBy  [GEN]	personx is afraid to cast out
PersonX got there before PersonY  xEffect  [GEN]	won the game
PersonX and PersonY start over  xWant  [GEN]	to be friends with persony
PersonX sings in the shower  xAttr  [GEN]	spontaneous
PersonX will save the world  xIntent  [GEN]	to help people
PersonX returns to the country after four years  HinderedBy  [GEN]	personx can't find the keys to the house
PersonX and PersonY pack  xIntent  [GEN]	to travel
PersonX fights to be free  xNeed  [GEN]	to have a reason to fight
PersonX bought a house  xIntent  [GEN]	to be independent
PersonX sets up a booth  HinderedBy  [GEN]	personx can't find the right tools
PersonX survives in the environment  xReact  [GEN]	strong
PersonX gets everyone into trouble  xIntent  [GEN]	to make the world a mess
PersonX discovers an important clue  HinderedBy  [GEN]	personx can't find the clue
PersonX wants to get through the day  xIntent  [GEN]	to be productive
PersonX teaches personY not to steal  xReact  [GEN]	relieved
PersonX gives a telephone message to Mary  HinderedBy  [GEN]	personx is too embarrassed to talk to mary
PersonX becomes a person who attacks others  xNeed  [GEN]	to be angry
PersonX keeps the cat  xAttr  [GEN]	a good pet owner
PersonX learns to talk  xReact  [GEN]	accepted
PersonX reads the last paper  HinderedBy  [GEN]	personx is too tired to read the last paper
PersonX still gets the job  xWant  [GEN]	to stay the job
PersonX is bored in the meeting  xReact  [GEN]	bored
PersonX becomes the king  xReact  [GEN]	excited
PersonX is trying to decide on dinner  xWant  [GEN]	to cook
PersonX falls off a ledge  xWant  [GEN]	to be careful
PersonX joins Facebook  xEffect  [GEN]	gets popular
PersonX wants to keep her baby  xAttr  [GEN]	devoted
PersonX lets go of PersonY  xEffect  [GEN]	is pleased with himself
PersonX acts on his insight  xReact  [GEN]	pleased
PersonX will be right with you  xIntent  [GEN]	to be helpful
PersonX still gets the job  xReact  [GEN]	confident
PersonX dons safety goggles  xNeed  [GEN]	to be wearing goggles
PersonX wishes he hadn't gone to the beach  xReact  [GEN]	sad
PersonX recognizes something  HinderedBy  [GEN]	personx can't see anything
PersonX puts a book on the shelf  HinderedBy  [GEN]	personx can't find the book
PersonX changes into clothes  xEffect  [GEN]	is dressed quickly
PersonX acts like a horse’s ass  xAttr  [GEN]	a jerk
PersonX buys a cheeseburger  xIntent  [GEN]	to eat a sandwich
PersonX receives a surprise  xEffect  [GEN]	is surprised
PersonX’s attitude to something has changed  HinderedBy  [GEN]	personx is in a perpetual state of disinterest
PersonX talks to PersonY's mom  xEffect  [GEN]	gets to know her mom
PersonX ran into PersonY in town  xWant  [GEN]	to see persony again
PersonX discovers PersonY's betrayal  xWant  [GEN]	to be with persony
PersonX uses the bike  xEffect  [GEN]	can ride the bike
PersonX accepts PersonY's greetings  xAttr  [GEN]	hospitable
PersonX changes one's mind  xIntent  [GEN]	to be assertive
PersonX makes fun of self  xIntent  [GEN]	to make fun of self
PersonX wants to sleep with PersonY  HinderedBy  [GEN]	personx is too busy to sleep with persony
PersonX finds a victim  xAttr  [GEN]	a detective
PersonX buys a fancy car  xWant  [GEN]	to drive it
PersonX read a book by Michael Connelly  xEffect  [GEN]	likes michael connelly
PersonX brings it all together  HinderedBy  [GEN]	personx can't find the right words
PersonX reconciles with her mother  xEffect  [GEN]	s mother is happy
PersonX sees his neighbor's house on fire  xEffect  [GEN]	is horrified
PersonX tries to jump over a ditch  xNeed  [GEN]	to be standing in a ditch
PersonX makes a public statement  HinderedBy  [GEN]	personx is shy
PersonX puts on PersonY’s socks  xIntent  [GEN]	to be a good friend
PersonX decides to invest in stocks  xReact  [GEN]	confident
PersonX gets on the inside of PersonY  xIntent  [GEN]	to be a good friend
PersonX studies personY’s mannerisms  xIntent  [GEN]	to know more about persony
PersonX notices item  xReact  [GEN]	intrigued
PersonX sends mail to a constituent  xAttr  [GEN]	a good writer
PersonX gets humiliated  xEffect  [GEN]	loses his temper
PersonX has found PersonY’s knife  xAttr  [GEN]	competent
PersonX invites PersonY to the concert  xAttr  [GEN]	generous
PersonX enters a lesbian bar  xReact  [GEN]	uncomfortable
PersonX goes somewhere nice  HinderedBy  [GEN]	personx can't afford the trip
PersonX offers the food  HinderedBy  [GEN]	personx is too busy to help
PersonX rips off PersonY's head  xIntent  [GEN]	to make persony suffer
PersonX is fortunate  xEffect  [GEN]	is happy
PersonX pulls a knife on PersonY  xAttr  [GEN]	violent
PersonX has a horrible nightmare  xWant  [GEN]	to sleep
PersonX chooses to remain silent  xIntent  [GEN]	to avoid being reprimanded
PersonX enjoys vacations  xEffect  [GEN]	enjoys the beach
PersonX became a captain  HinderedBy  [GEN]	personx is too young to serve
PersonX shares his ideas  HinderedBy  [GEN]	personx is shy
PersonX has seen better days  xEffect  [GEN]	is unhappy
PersonX is in deep trouble  xReact  [GEN]	scared
PersonX asks a person related to PersonY  xEffect  [GEN]	is not told about the person
PersonX writes a short note to PersonY  xEffect  [GEN]	is thanked by persony
PersonX tells PersonY the problem  xAttr  [GEN]	honest
PersonX remembers being pushed  xWant  [GEN]	to get a good look at the attacker
PersonX speaks to the class  HinderedBy  [GEN]	personx can't find the words to speak
PersonX thinks about a scientific issue  HinderedBy  [GEN]	personx is too busy to think about it
PersonX loses a race  xEffect  [GEN]	is upset
PersonX joins the Daughters of the Republic of Texas  xReact  [GEN]	confident
PersonX attends to details  xAttr  [GEN]	responsible
PersonX has some problems  xEffect  [GEN]	gets into trouble
PersonX dances at the party  xReact  [GEN]	confident
PersonX and PersonY live nearby  xReact  [GEN]	happy
PersonX thinks of someone else's bad decision  xReact  [GEN]	sad
PersonX finds a role model  HinderedBy  [GEN]	personx is too embarrassed to ask for a relationship
PersonX gets more equipment  xEffect  [GEN]	improves his work
PersonX helps people  xReact  [GEN]	appreciated
PersonX murders his stepfather  xEffect  [GEN]	is convicted of murder
PersonX becomes more environmentally friendly  xIntent  [GEN]	to help others
PersonX starts to read a book  HinderedBy  [GEN]	personx is too tired to read
PersonX tries to outsmart PersonY  xNeed  [GEN]	to have a plan
PersonX tells PersonY he thinks the plan is rubbish  xNeed  [GEN]	to have a bad opinion of the plan
PersonX asks PersonY about ...  xReact  [GEN]	curious
PersonX lies about his name  xAttr  [GEN]	dishonest
PersonX tells PersonY they need to talk  HinderedBy  [GEN]	personx is not allowed to talk to persony
PersonX's father is inconsiderate  xEffect  [GEN]	is annoyed
PersonX becomes delighted  xReact  [GEN]	satisfied
PersonX is in a war  HinderedBy  [GEN]	personx is not in a war
PersonX says 'I love you'  xIntent  [GEN]	to be romantic
PersonX has a financial setback  xWant  [GEN]	to save money
PersonX finds the right way  xAttr  [GEN]	smart
PersonX is hard at work  xIntent  [GEN]	to make money
PersonX loses their coat  xWant  [GEN]	to find their coat
PersonX dreams about her child  HinderedBy  [GEN]	personx is unable to dream
PersonX plans to surprise PersonY with a gift  xAttr  [GEN]	thoughtful
PersonX has to do something for PersonY  xIntent  [GEN]	to be a good friend
PersonX is unqualified  xEffect  [GEN]	gets an a
PersonX beats PersonY in bowling  xEffect  [GEN]	wins the event
PersonX observes PersonY talking  xReact  [GEN]	curious
PersonX writes about a canoe trip  xAttr  [GEN]	friendly
PersonX turns off a machine  xAttr  [GEN]	irresponsible
PersonX spends 20 years in prison  xReact  [GEN]	hopeless
PersonX packs everything  xReact  [GEN]	organized
PersonX looks upon the sunrise  xReact  [GEN]	inspired
PersonX translates a book for PersonY  HinderedBy  [GEN]	personx is afraid to touch persony
PersonX sends a condolence card  xEffect  [GEN]	receives a response from her parents
PersonX breaks an object  xReact  [GEN]	angry
PersonX offers to be a supervisor  xAttr  [GEN]	helpful
PersonX writes the story of a life  xEffect  [GEN]	tells his story to his friends
PersonX reads all of PersonY's books  xReact  [GEN]	content
PersonX finds out about a murder  xEffect  [GEN]	is sad
PersonX and PersonY continue  xEffect  [GEN]	and persony are happy
PersonX tells PersonY the secret to success  xIntent  [GEN]	to share his talent
PersonX enjoys the house  xReact  [GEN]	happy
PersonX rides a skateboard  xReact  [GEN]	excited
PersonX has a complex about his body  xReact  [GEN]	disappointed
PersonX talks to the psychiatrist  xIntent  [GEN]	to know if he has schizophrenia
PersonX gets ready for the big game  xAttr  [GEN]	a good actor
PersonX beats the living crap out of PersonY  xEffect  [GEN]	is in trouble with the police
PersonX delivers  xIntent  [GEN]	to show the boss his work
PersonX remembers the concert  xReact  [GEN]	inspired
PersonX falls asleep in front of TV  xReact  [GEN]	tired
PersonX learns to use a PC  HinderedBy  [GEN]	personx can't use any electronic equipment
PersonX has a few hobbies  HinderedBy  [GEN]	personx can't find anything to do
PersonX waits to see how the chips fall  xIntent  [GEN]	to buy a ticket
PersonX moves closer  xIntent  [GEN]	to be close to the person
PersonX polishes the toy  xAttr  [GEN]	responsible
PersonX tells PersonY to watch the clock  xWant  [GEN]	to watch his phone
PersonX and PersonY start all over again  xIntent  [GEN]	to have a new life
PersonX went to the wrong place  xAttr  [GEN]	careless
PersonX plans a future with PersonY  xWant  [GEN]	to go on a date
PersonX sees the mushroom  xReact  [GEN]	curious
PersonX dreams of meeting PersonY  xIntent  [GEN]	to see persony
PersonX wishes that the pain would go away  xIntent  [GEN]	to feel
PersonX can be amusing  xEffect  [GEN]	is liked by others
PersonX brings PersonY to her knees  xIntent  [GEN]	to punish persony
PersonX gets a touch of influenza  xEffect  [GEN]	dies
PersonX keeps a record of his exercise  HinderedBy  [GEN]	personx is sick
PersonX agrees to help PersonY’s team  xReact  [GEN]	motivated
PersonX tries to avoid telling PersonY  xIntent  [GEN]	to avoid persony
PersonX considers how to take care of PersonY  xEffect  [GEN]	gets persony to do what he needs
PersonX is asked about PersonY  xWant  [GEN]	to find out what persony is up to
PersonX starts to read the menu  xReact  [GEN]	motivated
PersonX burns their hand  xReact  [GEN]	frustrated
PersonX moves the car  xIntent  [GEN]	to be ready for the next task
PersonX attends the concert  xReact  [GEN]	delighted
PersonX makes a point of working regularly  HinderedBy  [GEN]	personx is lazy
PersonX remembers how he met PersonY  xEffect  [GEN]	feels nostalgic
PersonX huffs and puffs  xIntent  [GEN]	to show his pride
PersonX marries his love  xReact  [GEN]	joyful
PersonX stops to check  xReact  [GEN]	anxious
PersonX meets his relatives  xIntent  [GEN]	to be accepted by his relatives
PersonX tries to get the baby back  xWant  [GEN]	to take care of the baby
PersonX will go on  xIntent  [GEN]	to be ready for a new task
PersonX begins to drink  xReact  [GEN]	frustrated
PersonX refuses to let PersonY go  xIntent  [GEN]	to protect persony
PersonX remembers what happened last night  xReact  [GEN]	angry
PersonX spends too much time on the phone  xEffect  [GEN]	has a sore throat
PersonX suffers at the beach  xWant  [GEN]	to go home
PersonX jumps from the train  xIntent  [GEN]	to get home
PersonX is conflicted  xReact  [GEN]	depressed
PersonX arrives home from trip  xEffect  [GEN]	has a good time at home
PersonX teaches PersonY about himself  HinderedBy  [GEN]	personx doesn't know how to talk about himself
PersonX has stomachache  xEffect  [GEN]	is treated for stomachache
PersonX sticks to his motto  xAttr  [GEN]	honest
PersonX is very confident  xReact  [GEN]	confident
PersonX just married PersonY  xIntent  [GEN]	to be with persony
PersonX wants to visit the zoo  xNeed  [GEN]	to have a desire to visit the zoo
PersonX receives and email  xEffect  [GEN]	is happy
PersonX stops by PersonY's  xIntent  [GEN]	to talk to persony
PersonX can't believe what he or she sees  HinderedBy  [GEN]	personx can't see anything
PersonX can clearly grasp it  xAttr  [GEN]	smart
PersonX tells PersonY to keep it down  xIntent  [GEN]	to be more careful
PersonX launches the business  HinderedBy  [GEN]	personx is too busy to build
PersonX maintains a high learning rate  HinderedBy  [GEN]	personx is lazy
PersonX posts his thoughts online  HinderedBy  [GEN]	personx is too shy to post his thoughts online
PersonX and PersonY form a partnership  xIntent  [GEN]	to have a partner
PersonX tries something he or she has never done before  xAttr  [GEN]	daring
PersonX is a professor of psychology  HinderedBy  [GEN]	personx is not a professor of psychology
PersonX agrees to the contract  xIntent  [GEN]	to make the deal
PersonX was disappointed in PersonY  xEffect  [GEN]	is sorry to persony
PersonX stops a bomb from going off  HinderedBy  [GEN]	personx can't find the detonator
PersonX is about to go somewhere  xAttr  [GEN]	adventurous
PersonX introduces PersonY to the correct date  xReact  [GEN]	pleased
PersonX sings in a band  xWant  [GEN]	to perform in a band
PersonX makes a bargain  xWant  [GEN]	to keep the bargain
PersonX does not want to drink  xEffect  [GEN]	does not drink
PersonX takes things literally  xWant  [GEN]	to be a world traveler
PersonX is made a partner  xEffect  [GEN]	is promoted
PersonX says no to a drink  xAttr  [GEN]	independent
PersonX likes both of these examples  xIntent  [GEN]	to be sure of the choice
PersonX pulls the car over  xAttr  [GEN]	aggressive
PersonX visits with a feeling of reunion  xNeed  [GEN]	to be feeling nostalgic
PersonX stays for coffee  HinderedBy  [GEN]	personx is sick
PersonX dresses as Batman  xReact  [GEN]	powerful
PersonX wants PersonY to know  xAttr  [GEN]	encouraging
PersonX agrees to testify against PersonY  xNeed  [GEN]	to have a good alibi
PersonX is constantly excited  xEffect  [GEN]	is always happy
"PersonX is ""alone and grumbling""  xReact  [GEN]"	sad
PersonX deals with PersonY in person  HinderedBy  [GEN]	personx is afraid of persony
PersonX faces the press  xIntent  [GEN]	to be in control
PersonX puts away his suitcase  xEffect  [GEN]	is happy
PersonX’s friend is arrested  xReact  [GEN]	angry
PersonX repairs an appliance  xEffect  [GEN]	is thanked by the appliance company
PersonX paints a pretty picture  xNeed  [GEN]	to have a talent
PersonX demonstrates a photo  xReact  [GEN]	proud
PersonX loses his wallet  xEffect  [GEN]	is angry
PersonX found an old picture  HinderedBy  [GEN]	personx can't find the picture
PersonX posts a note on PersonY's door  HinderedBy  [GEN]	personx is too shy to post a note
PersonX goes to the Halloween party  HinderedBy  [GEN]	personx is sick
PersonX starts to feel sorry  xEffect  [GEN]	feels sad
PersonX speaks calmly to PersonY  xNeed  [GEN]	to be able to speak to persony
PersonX celebrates PersonY's success  HinderedBy  [GEN]	personx is upset with persony
PersonX drives over personY’s toes  xAttr  [GEN]	aggressive
PersonX types out the proposal  xReact  [GEN]	confident
PersonX spreads the news  xEffect  [GEN]	gets more attention
PersonX thinks about imprisonment  xReact  [GEN]	anxious
PersonX kisses PersonY's mouth  xIntent  [GEN]	to show that he loves persony
PersonX makes a three-point turn  HinderedBy  [GEN]	riley is too busy to watch the road
PersonX contributes to household tasks  xWant  [GEN]	to help others
PersonX is a big talker  xEffect  [GEN]	is popular
PersonX tells PersonY about his son  xAttr  [GEN]	truthful
PersonX explores PersonY’s body  xIntent  [GEN]	to know more about persony
PersonX participates in a talent show  xNeed  [GEN]	to be invited
PersonX makes a reasonable suggestion  xAttr  [GEN]	thoughtful
PersonX accepts a dinner invitation from PersonY  xAttr  [GEN]	friendly
PersonX announces his party  xIntent  [GEN]	to organize his party
PersonX heads into the room  xReact  [GEN]	comfortable
PersonX asks PersonY to check a ballgame  HinderedBy  [GEN]	personx is afraid to ask persony
PersonX is sharp  xIntent  [GEN]	to do everything right
PersonX runs 10 miles  xAttr  [GEN]	athletic
PersonX attends an international congress  xReact  [GEN]	important
PersonX helps PersonY choose a site  xNeed  [GEN]	to have an idea
PersonX looks at PersonY's eyes  xIntent  [GEN]	to find out what persony is thinking
PersonX notices a white butterfly  xEffect  [GEN]	is enchanted
PersonX destroys some electronics  xAttr  [GEN]	careless
PersonX bought a cake  xEffect  [GEN]	is happy
PersonX posts it on the Internet  xAttr  [GEN]	persuasive
